EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,755",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,NAC HINDOL OFFICE CAMPUS,1,Fee/PreQual/Technical,.pdf,"Fee Details, Technical Specification, Licence, Address Proof with ID, Agreement, Undertaking",16-Aug-2025 11:00 AM,01-Sep-2025 11:00 AM,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,04-Sep-2025 04:00 PM,Community Centre,Completion of Sai Community Centre,Please refer Tender documents. ,NA ,"8,75,538",Civil Works - Buildings,NA ,Tender,120.0,90.0,Hindol NAC Ward No.02,759022.0,NA ,NA ,NA ,HINDOL NAC OFFICE,No ,No,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Hindol NAC,HDL NAC-01/2025-26,2025_ORULB_116874_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,23-Sep-2025,"INR 875,538",90.0,Rajiba Lochan Behera,25-Sep-2025 11:41 AM,SaiCommunityCentre116874.pdf (424.00 KB),Construction of Sai Community Centre in Ward No.02 of Hindol NAC,1,3046468,PRADIP KUMAR DAS,27-Aug-2025 11:35 PM,Rejected-Finance,excess,08-Sep-2025 05:51 PM,Finance,L1 Selected,Rajiba Lochan Behera,08-Sep-2025 05:39 PM,finance_549263.pdf,BOQ Comparative Chart,EO,Internal,,Rajiba Lochan Behera,04-Sep-2025 03:29 PM,04-Sep-2025 04:00 PM,techsummary_549263.pdf (269.69 KB),EO,Internal,,Rajiba Lochan Behera,08-Sep-2025 05:51 PM,finsummary_549263.pdf (413.18 KB),Municipal Bodies||Hindol NAC,2025_ORULB_116874_1,HDL NAC-01/2025-26,Community Centre,Technical,Proceeding,Rajiba Lochan Behera,04-Sep-2025 12:59 PM,technical_549263.pdf,1.0,3045042.0,SUDHIR BEHERA,INR,"875,538",AOC
,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3045042,SUDHIR BEHERA,22-Aug-2025 07:52 PM,Accepted-AOC,Lottery,25-Sep-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
