Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Furnishing work of Library and Computer IT Lab of SIPT,ITI Pattamundai , Kendarpada.",Building Work,Please refer Tender documents. ,NA ,"1,70,42,151",Civil Works - Buildings,NA ,Tender,90.0,150.0,Kendarpada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,01-Jul-2025 06:55 PM,17-Jul-2025 10:30 AM,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,NA ,NA ,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,30-Aug-2025 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,07/OPHWC/2025-26,2025_OSPHW_115013_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,70,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,AOC,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,26-Aug-2025 07:05 PM,30-Aug-2025 10:30 AM,techsummary_544809.pdf (374.33 KB),Finance,FINANANCIAL BID OPEN AND COMPARATIVE GENERATED,Bikram Keshari Malla,30-Aug-2025 11:17 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,26-Sep-2025 04:51 PM,finsummary_544809.pdf (894.84 KB),Technical,6 Nos. of bidders have been participated,Bikram Keshari Malla,17-Jul-2025 05:03 PM,,1,3000058,AVAYA KUMAR SWAIN,16-Jul-2025 01:13 PM,Rejected-Technical,Non submission of adequate similar nature of works as per DTCN Cl. No. 11 and 110(k),26-Aug-2025 07:05 PM,1.0,3000306.0,CREDENCE INTERIOR PVT LTD,INR,"14,487,533",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115013_11,07/OPHWC/2025-26,"Furnishing work of Library and Computer IT Lab of SIPT,ITI Pattamundai , Kendarpada.",26-Sep-2025,"INR 14,487,533",150.0,Bikram Keshari Malla,26-Sep-2025 05:00 PM,WORKORDER.pdf (1164.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 25.09.2025,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3000306,CREDENCE INTERIOR PVT LTD,16-Jul-2025 01:38 PM,Accepted-AOC,QUALIFIED BIDDER,26-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2997769,PABITRA RANJAN SAHOO,16-Jul-2025 02:24 PM,Rejected-Technical,Non submission of adequate similar nature of works as per DTCN Cl. No. 11 and 110(k),26-Aug-2025 07:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3001187,PRAKASH KUMAR PANDA,16-Jul-2025 04:23 PM,Rejected-Technical,Non submission of adequate similar nature of works as per DTCN Cl. No. 11 and 110(k),26-Aug-2025 07:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3000324,R.S ENTERPRISERS PROP ASHOK KUMAR SHARMA,15-Jul-2025 07:59 PM,Rejected-Finance,DUE TO L1 BIDDER HAVING LOWEST TURNOVER,26-Sep-2025 04:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3001000,SUBHENDU KUMAR MOHANTY,16-Jul-2025 02:46 PM,Rejected-Technical,Non submission of adequate similar nature of works as per DTCN Cl. No. 11 and 110(k),26-Aug-2025 07:05 PM,,,,,,,,,,,,,,,,,AOC
