S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"13,247",Yes,fixed,,Nil,Nil,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,04/2024-25,2025_ZPAB_111202_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,28-Feb-2025 04:00 PM,17-Mar-2025 09:00 AM,28-Feb-2025 04:00 PM,15-Mar-2025 05:00 PM,NA ,NA ,28-Feb-2025 04:00 PM,15-Mar-2025 05:00 PM,Construction of Additional Class Room Building at Astaranga NUPS,Construction of Additional Class Room Building at Astaranga NUPS,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,NA ,ASTARANGA BLOCK,752109.0,NA ,NA ,NA ,ASTARANGA BLOCK,No ,No,BDO ASTARANGA,ASTARANGA BLOCK,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST IN, PAN, CONTRACTOR RC",AOC,BDO Astaranga,Internal,"BDO,AEE,SO,BFO",SASMITA BEHERA,16-Sep-2025 05:34 PM,techsummary_531679.pdf (1886.86 KB),1.0,2850363.0,RAKESH KUMAR SWAIN,INR,"1,324,706",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,2025_ZPAB_111202_1,04/2024-25,Construction of Additional Class Room Building at Astaranga NUPS,1,2854546,ISWAR CHANDRA PARIDA,14-Mar-2025 12:32 PM,Rejected-AOC,Bidder lose in lottery,16-Sep-2025 05:48 PM,16-Sep-2025,"INR 1,324,706",150.0,SASMITA BEHERA,16-Sep-2025 05:48 PM,procedingastaranganups.pdf (1887.00 KB),BDO Astaranga,Internal,"AEE,SO,JE,BFO",SASMITA BEHERA,16-Sep-2025 05:39 PM,finsummary_531679.pdf (1886.86 KB),Finance,qualified,SASMITA BEHERA,28-Jul-2025 03:07 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,2,2850363,RAKESH KUMAR SWAIN,13-Mar-2025 07:58 PM,Accepted-AOC,Bidder win in lottery,16-Sep-2025 05:48 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2855105,RANJAN KUMAR SETHY,14-Mar-2025 06:48 PM,Rejected-AOC,Bidder lose in lottery,16-Sep-2025 05:48 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2855538,TAPAN KUMAR SETHY,15-Mar-2025 10:49 AM,Rejected-AOC,Bidder lose in lottery,16-Sep-2025 05:48 PM,,,,,,,,,,,,,,,,,,,AOC
