Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,2 bids opened successfully,Lipsa Parida,27-Dec-2024 11:09 AM,finance_520211.pdf,BOQ Comparative Chart,1.0,2711643.0,SAMBIT KUMAR PRADHAN,INR,"2,474,085",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108179_7,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,Improvement of Road at Prasanti Vihar with adjacent Area Plot no-1 to 937 in ward no.-01,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Sep-2025 12:59 PM,finsummary_520211.pdf (1008.57 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Sep-2025 12:54 PM,techsummary_520211.pdf (1008.57 KB),1,2711709,DEBABHAKTA SAMAL,26-Dec-2024 12:11 PM,Rejected-Finance,Rejected,11-Sep-2025 12:59 PM,11-Sep-2025,"INR 2,474,085",90.0,Lipsa Parida,11-Sep-2025 03:20 PM,Wo_46_7.pdf (470.00 KB),AOC,Improvement of Road at Prasanti Vihar with adjacent Area Plot no-1 to 937 in ward no.-01,Improvement of Road at Prasanti Vihar with adjacent Area Plot no-1 to 937 in ward no.-01,Please refer Tender documents. ,NA ,"20,36,603",Civil Works - Roads,NA ,Tender,120.0,90.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower,BMC. ",19-Dec-2024 12:00 PM ,CENTRAL TENDER CELL,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,Executive Engineer (Central Tender Cell),"UG Floor,Central Tender Cell, ICOMC Tower,BMC.",13-Dec-2024 04:30 PM,26-Dec-2024 04:30 PM,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,13-Dec-2024 04:30 PM ,18-Dec-2024 04:00 PM ,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,2024_ORULB_108179_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"20,400",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2711643,SAMBIT KUMAR PRADHAN,26-Dec-2024 11:42 AM,Accepted-AOC,L1 bidder,11-Sep-2025 03:20 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
