Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Cluster for Constn. of 1. 12 nos. F type Qtrs. at Bijipur, 2. 12nos. F type Qtrs. at Bhapur, 3.Cyber Police Station and 4.Transit Hostel(1st floor) at Berhampur",Building Work,Please refer Tender documents. ,NA ,"9,03,85,269",Civil Works - Buildings,NA ,Tender,90.0,365.0,Berhampur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"9,03,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,06/OPHWC/2025-26,2025_OSPHW_114584_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,19-Jun-2025 06:55 PM,07-Jul-2025 10:30 AM,19-Jun-2025 06:55 PM,05-Jul-2025 05:00 PM,NA ,NA ,19-Jun-2025 06:55 PM,05-Jul-2025 05:00 PM,06-Aug-2025 10:30 AM,AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,18-Sep-2025 11:28 AM,finsummary_543533.pdf (387.60 KB),Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114584_6,06/OPHWC/2025-26,"Cluster for Constn. of 1. 12 nos. F type Qtrs. at Bijipur, 2. 12nos. F type Qtrs. at Bhapur, 3.Cyber Police Station and 4.Transit Hostel(1st floor) at Berhampur",Technical,5 Nos. of bidders have been participated,Bikram Keshari Malla,07-Jul-2025 04:15 PM,,1.0,2990241.0,Rabindra Kumar Sahu,INR,"79,529,998",18-Sep-2025,"INR 79,529,998",365.0,Bikram Keshari Malla,18-Sep-2025 11:31 AM,WORKJHUY.pdf (688.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 15.09.2025,1,2988439,ARYA PRAKASH CHAMPATIRAY,04-Jul-2025 10:13 AM,Rejected-Finance,DUE TO L3 BIDDER,18-Sep-2025 11:28 AM,Finance,financial bid opened,Bikram Keshari Malla,06-Aug-2025 12:09 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,05-Aug-2025 05:57 PM,06-Aug-2025 10:30 AM,techsummary_543533.pdf (373.69 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2988931,PRADEEP KUMAR PRADHAN,04-Jul-2025 02:23 PM,Rejected-Finance,DUE TO L2 BIDDER,18-Sep-2025 11:28 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2990241,Rabindra Kumar Sahu,05-Jul-2025 02:27 PM,Accepted-AOC,QUALIFIED BIDDER,18-Sep-2025 11:31 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2988625,Satya Brata Pattnaik,05-Jul-2025 09:20 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,05-Aug-2025 05:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2989993,VEE JAY ENGINEERS,05-Jul-2025 01:56 PM,Rejected-Finance,DUE TO L4 BIDDER,18-Sep-2025 11:28 AM,,,,,,,,,,,,,,AOC
