EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2745772,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,13-Jan-2025 01:41 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2747271,MANAS RANJAN ROUT,13-Jan-2025 03:47 PM,Rejected-Technical,as per clause No. 20 and 112 (a),28-Jan-2025 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2746382,Manoranjan Mohanty,13-Jan-2025 12:56 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2735446,M/s.SUBHRANSU SOBHAN PATTANAIK,11-Jan-2025 04:57 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2746544,Nigamananda Adhikari,13-Jan-2025 01:06 PM,Rejected-Technical,as per clause No. 7 and 112 (e),28-Jan-2025 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2746672,Nirod Kumar Behera,13-Jan-2025 03:17 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2746342,PRADEEP KUMAR BEHERA,13-Jan-2025 12:22 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2747416,PRASANNAJIT NATH,13-Jan-2025 04:16 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2745370,PRASANTA KUMAR PRADHAN,12-Jan-2025 08:31 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2744112,PRASANT KUMAR GURU,12-Jan-2025 09:59 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2745867,Rakesh Ranjan Das,13-Jan-2025 09:17 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2747398,Ramdev Buildcon Prop Manasi Manjari Rout,13-Jan-2025 04:10 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2746806,Sai Shakti Mohanty,13-Jan-2025 02:03 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2747169,Sandip Ku Nath,13-Jan-2025 04:14 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2747506,SANJEEB KUMAR BEHERA,13-Jan-2025 04:44 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2744108,SANTANU DAS,12-Jan-2025 12:58 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2746077,Santosh kumar Behera,13-Jan-2025 11:15 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2744752,SAROJ KUMAR SAHOO,12-Jan-2025 03:13 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2746842,SHYAM SUNDAR PATJASHI,13-Jan-2025 03:19 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2747057,SOUMYA RANJAN MOHANTY,13-Jan-2025 02:53 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2745540,S T CONSTRUCTION PROPRITOR SRI SHANKAR PRASAD AGARWALLA,12-Jan-2025 09:47 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2731460,SUBAS CHANDRA BEHERA,06-Jan-2025 09:02 PM,Rejected-AOC,Quoted rate is in higher side,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2745895,SUJIT PRASAD DWIVEDY,13-Jan-2025 09:50 AM,Accepted-AOC,Winner of the transparent lottery and work has been awarded,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2747198,Sunil Samal,13-Jan-2025 03:31 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2744970,Suraj Pratap Singh,12-Jan-2025 05:10 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2732985,SWADHIN KUMAR SAMAL,06-Jan-2025 06:40 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
