EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,96,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB DIVN CHARBATIA,CCE DKL R and B/14-2024-25,2024_EICCL_108722_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Construction of RCC Compound Wall, RCC Drain, CC Road, Main Gate and Security Room of the allenated land at Mouza Rantalei, Angul","Construction of RCC Compound Wall, RCC Drain, CC Road, Main Gate and Security Room of the allenated land at Mouza Rantalei, Angul",Please refer Tender documents  ,NA ,"1,95,53,110",Civil Works - Buildings,NA ,Tender,90.0,150.0,Angul,759122.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",30-Dec-2024 02:00 PM,13-Jan-2025 05:30 PM,30-Dec-2024 02:00 PM,13-Jan-2025 05:00 PM,NA ,NA ,30-Dec-2024 02:00 PM,13-Jan-2025 05:00 PM,30-Jan-2025 11:00 AM,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,"10,000",0.0,Nil,Nil,No,AOC,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Ajit Kumar Ray,30-Jun-2025 04:16 PM,finsummary_521742.pdf (158.12 KB),Technical,Opened,Lopamudra Priyadarsini,13-Jan-2025 09:05 PM,technical_521742.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB DIVN CHARBATIA,2024_EICCL_108722_1,CCE DKL R and B/14-2024-25,"Construction of RCC Compound Wall, RCC Drain, CC Road, Main Gate and Security Room of the allenated land at Mouza Rantalei, Angul",1.0,2745895.0,SUJIT PRASAD DWIVEDY,INR,"16,622,099",30-Jun-2025,"INR 19,553,110.25",150.0,Ajit Kumar Ray,30-Jun-2025 04:28 PM,RCC_Compound_Wall.pdf (589.00 KB),Agreement on dt. 05.05.2025,1,2745781,ABHISEK BHUTIA,13-Jan-2025 01:56 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,Finance,Opened,Lopamudra Priyadarsini,30-Jan-2025 06:17 PM,finance_521742.pdf,BOQ Comparative Chart,CCE Dhenkanal Circle,Internal,SE DAO Estimator PA to CCE AEE Estimator AE Estimator,Ajit Kumar Ray,28-Jan-2025 06:36 PM,30-Jan-2025 11:00 AM,techsummary_521742.pdf (3170.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2747307,Bhagaban Nath,13-Jan-2025 03:52 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2743300,BIMAL CHANDRA BEHERA,11-Jan-2025 10:56 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2746989,CHINMAYA KUMAR JENA,13-Jan-2025 02:36 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2745735,DILESWAR PRADHAN,13-Jan-2025 12:19 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2746942,DINESH KUMAR PANY,13-Jan-2025 02:27 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2743548,GANARAM MAHALA,11-Jan-2025 07:35 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2745636,HARAPRIYA MOHANTY,12-Jan-2025 10:47 PM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2745779,JITENDRIYA CHANDAN,13-Jan-2025 08:47 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2745750,LALIT MOHAN PAL,13-Jan-2025 12:43 AM,Rejected-AOC,Disqualify in transparent lottery,30-Jun-2025 04:28 PM,,,,,,,,,,,,,,AOC
