Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,21-Jun-2025 04:58 PM,techsummary_537268.pdf (185.88 KB),23-Jun-2025,"INR 846,432",90.0,Umakant Nayak,23-Jun-2025 05:37 PM,WO_27.pdf (308.00 KB),Smt. Pujarani Samal is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Smt. Pujarani Samal.,1,2901168,AMIT KUMAR BEHERA,30-Apr-2025 08:20 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,1.0,2902828.0,PUJARANI SAMAL,INR,"846,432",Finance,Technical Bid Opening,Umakant Nayak,21-Jun-2025 03:29 PM,finance_537268.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,The bidder has quoted 14.99 percent less on the tender amount.,Umakant Nayak,23-Jun-2025 12:50 PM,finsummary_537268.pdf (185.87 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112730_1,SESID-01(27)/2025-26,Canal Works,AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(27)/2025-26,2025_CEBBU_112730_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Canal Works,Construction of Trough wall in between RD 2230m to RD 2450m in Kainsir Minor for 2025-26.,As per DTCN ,NA ,"9,95,685",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,"9,957",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur",1.0,ICICI BANK,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN",AOC
,,,,,,,,,,,,,2,2896052,BADRINATH BHOI,30-Apr-2025 10:41 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,3,2901289,BRAJA MOHAN BADHAI,01-May-2025 11:53 AM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2902898,CHANDRABHANU DASH,01-May-2025 11:56 AM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2903578,GANESH KUMAR AGRAWAL,02-May-2025 10:23 AM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2903050,KULAMANI SAHANSIA,01-May-2025 10:54 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2903513,PRADIP MEHER,01-May-2025 11:56 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2902828,PUJARANI SAMAL,01-May-2025 11:04 AM,Accepted-AOC,Selected as winner through transparent lottery system.,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2902210,SAGARIKA MISHRA,30-Apr-2025 09:46 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2903202,SANDHYARANI SAHU,01-May-2025 04:16 PM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2903541,Shekhar Behera,02-May-2025 08:09 AM,Rejected-AOC,Not Selected,23-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
