EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"4,990",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Electrical Wiring and Installation to Birjapali School Ground Floor and 1st Floor, Birjapali, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"4,99,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/13/2025,2025_RMC_111247_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,01-Mar-2025 06:00 PM,17-Mar-2025 11:00 AM,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD paper Cost and other documents as per DTCN",AOC,1,2853046,ECO ELECTRIC POWER SOLUTIONS,13-Mar-2025 12:51 AM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,03-Jun-2025 11:11 AM,techsummary_531858.pdf (862.25 KB),Finance,EMD refund,Birendra Nanda,03-Jun-2025 10:02 AM,finance_531858.pdf,BOQ Comparative Chart,1.0,2851567.0,JBS ENTERPRISES,INR,"424,597.75",10-Jun-2025,"INR 424,597.75",30.0,Birendra Nanda,10-Jun-2025 10:30 AM,BID13.pdf (862.00 KB),Awarded to JBS enterprises,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,10-Jun-2025 10:15 AM,finsummary_531858.pdf (862.25 KB),Rourkela Municipal Corporation,2025_RMC_111247_5,MC/RMC/13/2025,"Electrical Wiring and Installation to Birjapali School Ground Floor and 1st Floor, Birjapali, Rourkela.",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,2849798,EDITION INTERNATIONAL,10-Mar-2025 08:11 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2853601,GOLAP KESHARI CHAINI,13-Mar-2025 01:46 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2851567,JBS ENTERPRISES,12-Mar-2025 12:58 PM,Accepted-AOC,By The Tender Committee,10-Jun-2025 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2852157,JUPITER ENGINEERS,12-Mar-2025 06:38 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2853458,MANOJ KUMAR BHUYAN,13-Mar-2025 01:01 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2850207,M/S GANGA ELECTRIC,12-Mar-2025 10:28 AM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2853509,M/S SRIKALI ENTERPRISES,13-Mar-2025 01:48 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2849823,NARAYANI CONSTRUCTION,10-Mar-2025 08:33 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2853536,PRABAHA ENTERPRISES,13-Mar-2025 02:44 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2849742,RAKESH PATTANAYAK,10-Mar-2025 07:43 PM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2850191,R.S. ENTERPRISE,12-Mar-2025 11:44 AM,Rejected-Technical,By The Tender Committee,03-Jun-2025 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
