S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,REVISED DTCN,Technical Bid,,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,"4,193",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balasore Municipality",Balasore Municipality Office,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Constn. of Road and Drain from Gitan behera house to Lucky Das house in WN 27,Constn. of Road and Drain from Gitan behera house to Lucky Das house in WN 27,Please refer Tender documents. ,NA ,"4,19,315",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"2,000",0.0,Nil,Nil,No,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 01:30 PM,techsummary_533125.pdf (682.71 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 01:38 PM,finsummary_533125.pdf (682.71 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 01:53 PM,,BOQ Comparative Chart,1.0,2867355.0,SRIPATI MAJHI,INR,"417,260.35",Municipal Bodies||Balasore Municipality,2025_ORULB_111643_25,BM_06_2024_25,Constn. of Road and Drain from Gitan behera house to Lucky Das house in WN 27,1,2868376,Kishore Kumar Parida,25-Mar-2025 08:11 PM,Rejected-Technical,L2,05-Jun-2025 01:30 PM,05-Jun-2025,"INR 419,315",60.0,Pradeep Kumar Nayak,05-Jun-2025 01:39 PM,WO0625.pdf (352.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2867355,SRIPATI MAJHI,24-Mar-2025 07:45 PM,Accepted-AOC,WO,05-Jun-2025 01:39 PM,,,,,,,AOC
