Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of Paver road and drain from Ajit house Gali and manoj Nayak Gali in Ward No. 12,Construction of Paver road and drain from Ajit house Gali and manoj Nayak Gali in Ward No. 12,Please refer Tender documents. ,NA ,"10,00,000",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"10,000",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Chairperson,Mixed,,Pratik Rath,30-Jun-2025 09:47 PM,finsummary_540462.pdf (1957.09 KB),Chairperson,Internal,,Pratik Rath,26-Jun-2025 07:43 AM,techsummary_540462.pdf (1957.09 KB),1,2931777,AKASH AGRAWAL,28-May-2025 02:19 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,1.0,2937089.0,UDAYANATH CHHATRIA,INR,"850,100.62",Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_41,BPM/02/2025-26,Construction of Paver road and drain from Ajit house Gali and manoj Nayak Gali in Ward No. 12,30-Jun-2025,"INR 850,100.62",30.0,Pratik Rath,30-Jun-2025 09:51 PM,46Proceeding.pdf (1957.00 KB),Finance,accepted,BANAMALI MEHER,01-Jun-2025 11:26 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2,2935000,BUKHARI FAKIR KHAN,30-May-2025 01:31 AM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2931729,DHANANJAYA MAHANANDA,27-May-2025 01:09 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2934572,PARTHA SARATHI SUNANI,27-May-2025 09:35 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2941375,PRABHUPAD PADMARAJ PRADHAN,30-May-2025 03:25 AM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2943448,PRAKANTA KUMAR PRADHAN,30-May-2025 03:18 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2942853,PRITAM KUMAR NEGI,30-May-2025 02:02 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2941260,Priyabrata Patra,30-May-2025 06:34 AM,Rejected-AOC,L2,30-Jun-2025 09:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2935177,SEHAJADI BANO,27-May-2025 03:00 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2937588,TRINATH HARPAL,29-May-2025 12:06 PM,Rejected-Finance,L3,30-Jun-2025 09:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
