Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
24-Jun-2025,"INR 452,740",45.0,Ramesh Chandra Nayak,24-Jun-2025 04:23 PM,wo32.pdf (486.00 KB),Contact value including GST,Municipal Bodies||Barbil Municipality,2024_ORULB_105326_32,2688/BBL MPLTY,"Construction of gali road near Naina Rathore house, Ward No.11, Barbil (Balance work)",1.0,2590964.0,SANTOSH KUMAR NAYAK,INR,"452,740",1,2591007,JAYAPAL TIRIA,23-Oct-2024 02:08 PM,Rejected-Finance,Second,24-Jun-2025 04:21 PM,Finance,open,Purna Chandra Mahanta,29-Nov-2024 05:24 PM,finance_508209.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Purna Chandra Mahanta,21-Nov-2024 12:48 PM,21-Nov-2024 01:00 PM,techsummary_508209.pdf (3683.56 KB),Technical,opened,Purna Chandra Mahanta,25-Oct-2024 10:18 PM,technical_508209.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Jun-2025 04:21 PM,finsummary_508209.pdf (815.81 KB),AOC,1,Fee/PreQual/Technical,.pdf,Detail Tender call Notice,"4,160",Yes,percentage,1.0%,Nil,Nil,"Construction of gali road near Naina Rathore house, Ward No.11, Barbil (Balance work)","Construction of gali road near Naina Rathore house, Ward No.11, Barbil (Balance work)",Please refer Tender documents. ,NA ,"4,16,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality office,No ,No,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,Executive officer Barbil Municipality,Executive officer Barbil Municipality,Municipal Bodies||Barbil Municipality,2688/BBL MPLTY,2024_ORULB_105326_32,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-Oct-2024 10:00 AM,25-Oct-2024 11:00 AM,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,NA ,NA ,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,21-Nov-2024 01:00 PM,AOC
,,,,,,,,,,,,,,,,2,2590964,SANTOSH KUMAR NAYAK,23-Oct-2024 01:50 PM,Accepted-AOC,Lowest,24-Jun-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
