Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Construction Of 3 set of two-Seater LOO at ward no. 54.,Construction Of 3 set of two-Seater LOO at ward no. 54.,Please refer Tender documents. ,NA ,"14,73,386",Civil Works - Others,NA ,Tender,120.0,60.0,BMC Area,751022.0,"UG floor,Central Tender Cell,BMC, ICOMC Tower ","UG floor,Central Tender Cell,BMC, ICOMC Tower ",13-Jan-2025 04:30 PM ,"Central Tender Cell,BMC",No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-54/2024-25 Dt. 04.01.2025,2025_ORULB_109096_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,800",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,09-Jan-2025 04:00 PM,21-Jan-2025 11:30 AM,09-Jan-2025 04:00 PM,20-Jan-2025 05:00 PM,09-Jan-2025 04:00 PM ,13-Jan-2025 10:30 AM ,09-Jan-2025 04:00 PM,20-Jan-2025 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,Executive Engineer (Central Tender Cell),"UG floor,Central Tender Cell,BMC, ICOMC Tower",AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-Jun-2025 12:18 PM,techsummary_524049.pdf (1053.18 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-Jun-2025 12:20 PM,finsummary_524049.pdf (1053.18 KB),Finance,2 bids opened successfully,Taras Marandi,21-Jan-2025 12:19 PM,finance_524049.pdf,BOQ Comparative Chart,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_109096_21,BMC-EE-Tender Cell-54/2024-25 Dt. 04.01.2025,Construction Of 3 set of two-Seater LOO at ward no. 54.,1.0,2766827.0,Manas Ranjan Behera,INR,"1,790,579",1,2766930,DD Enterprisers,20-Jan-2025 04:37 PM,Rejected-Finance,Rejected,26-Jun-2025 12:20 PM,26-Jun-2025,"INR 1,790,579",60.0,Lipsa Parida,26-Jun-2025 12:23 PM,54_21.pdf (570.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2766827,Manas Ranjan Behera,20-Jan-2025 04:19 PM,Accepted-AOC,L1 bidder,26-Jun-2025 12:23 PM,,,,,,,AOC
