Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,SERWGNP-Online-03/2024-25,2025_CERWI_109142_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Superintending Engineer, R.W. Division,Gunupur","O/o Superintending Engineer, R.W. Division,Gunupur",Repair and Maintenance of R.I office Cum Resident at Belamguda in the district of Rayagada for the year 2024-25.,Repair and Maintenance of R.I office Cum Resident at Belamguda in the district of Rayagada for the year 2024-25.,NA ,NA ,"3,89,881",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gunupur,765022.0,NA ,NA ,NA ,"O/o Superintending Engineer, R.W. Division,Gunupur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN CARD, LICENCE, AFFIDAVIT",07-Jan-2025 10:00 AM,18-Jan-2025 11:00 AM,07-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,NA ,NA ,07-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,"3,899",Yes,percentage,1.0%,Nil,Nil,1.0,Paper cost regarding,Fee,,"2,000",0.0,Nil,Nil,No,AOC,Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,09-Jun-2025 08:52 PM,techsummary_524231.pdf (346.01 KB),Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,09-Jun-2025 08:59 PM,finsummary_524231.pdf (346.01 KB),Finance,Tender Open,Amit Prasan Kiro,09-Jun-2025 08:47 PM,finance_524231.pdf,BOQ Comparative Chart,09-Jun-2025,"INR 331,438.22",30.0,Amit Prasan Kiro,09-Jun-2025 09:09 PM,Agreement.PDF (104.00 KB),"SE,DAO,Estimator",CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,2025_CERWI_109142_17,SERWGNP-Online-03/2024-25,Repair and Maintenance of R.I office Cum Resident at Belamguda in the district of Rayagada for the year 2024-25.,1.0,2749634.0,TIRUPATI PRASAD PANIGRAHI,INR,"331,438.22",1,2756672,ALLAPA BISWESWARA RAO,16-Jan-2025 11:31 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2756036,ASHOK NAIR,16-Jan-2025 04:13 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2744313,Balaram Panigrahi,14-Jan-2025 09:16 AM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2753839,Bighnaraj Barik,16-Jan-2025 10:47 AM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2752668,Gopal Krushna Satapathy,16-Jan-2025 11:42 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2757348,GOURISANKAR MISHRA,16-Jan-2025 10:49 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2758545,HUTTASAN APPATO,17-Jan-2025 11:46 AM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2747976,Janaki Ballabha Sahu,13-Jan-2025 09:42 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2757709,JAYADEBA PANIGRAHY,17-Jan-2025 12:59 AM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2749068,PEDINA RAMESH,14-Jan-2025 03:21 PM,Rejected-AOC,Unsuccessful Lottery,09-Jun-2025 09:09 PM,AOC
