Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
City engineer,Internal,"EETENDERCELL,EEDRAINAGE,ADDCOMMISSIONER(LEGAL)BMC,CFO,CITYENGINEER",Lipsa Parida,21-May-2025 01:16 PM,21-May-2025 03:00 PM,techsummary_536905.pdf (325.48 KB),Finance,17 bids opened successfully,Lipsa Parida,21-May-2025 03:39 PM,finance_536905.pdf,BOQ Comparative Chart,1,2902762,ABHILASH BHATTA,30-Apr-2025 09:57 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,23-Jun-2025,"INR 8,459,872",180.0,Priyabrata Behera,23-Jun-2025 10:48 AM,workorder_56_25.pdf (1491.00 KB),1.0,2903597.0,RASHMI KANTA DASH,INR,"8,459,872",Technical,18 bids opened successfully,Lipsa Parida,02-May-2025 05:15 PM,technical_536905.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_112568_2,BMC-EE-Tender Cell-06/2025-26 dt. 11.04.2025,Desilting of Storm Water R and B Drains in BMC area for ensuring Monsoon 2025 under PWD Division-II,CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,21-Jun-2025 01:30 PM,finsummary_536905.pdf (225.94 KB),AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-06/2025-26 dt. 11.04.2025,2025_ORULB_112568_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, Central Tender Cell,BMC","UG Floor,Central Tender Cell,ICOMC Tower, BMC",Desilting of Storm Water R and B Drains in BMC area for ensuring Monsoon 2025 under PWD Division-II,Desilting of Storm Water R and B Drains in BMC area for ensuring Monsoon 2025 under PWD Division-II,Please refer Tender documents. ,NA ,"84,33,577",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell,ICOMC Tower, BMC ",22-Apr-2025 12:30 PM ,"Central Tender Cell, BMC",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all the documents,1.0,Specification for Tools and equipment,Other,,"84,400",Yes,fixed,,Nil,Nil,17-Apr-2025 03:00 PM,02-May-2025 03:30 PM,17-Apr-2025 03:00 PM,02-May-2025 03:00 PM,17-Apr-2025 03:00 PM ,21-Apr-2025 04:30 PM ,17-Apr-2025 03:00 PM,02-May-2025 03:00 PM,21-May-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,2903631,ABHISHEK KARTIK RAY,02-May-2025 11:21 AM,Rejected-AOC,other than 1st lottery winner,23-Jun-2025 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2903286,AMBUJA BHUSAN SETHY,01-May-2025 03:25 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2902672,AMIN BARISAL,30-Apr-2025 07:03 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2893354,AQUA SERVICES,30-Apr-2025 07:48 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2900184,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,29-Apr-2025 01:50 PM,Rejected-Technical,Technically disqualified,21-May-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2903362,M/S OMM SAI ASSOCIATES,01-May-2025 04:48 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2893993,M/S SATYAM AGENCY (PROPRIETOR) SMT. ROJALINI RATH,01-May-2025 11:22 AM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2903258,Nabaghana Parida,01-May-2025 02:52 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2902740,PITABASH ROUT,30-Apr-2025 09:07 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
