Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Tender Stage
Construction of RCC paver road culvent Near Debendra Patra House At-Dangaghat Pada in Ward No 08 under NAC Junagarh,Construction of RCC paver road culvent Near Debendra Patra House At-Dangaghat Pada in Ward No 08 under NAC Junagarh,Please refer Tender documents. ,NA ,"2,54,237",Civil Works - Others,NA ,Tender,30.0,NA ,NAC Junagarh,766014.0,NA ,NA ,NA ,"O.o- Executive Officer, NAC Junagarh",No ,No,1.0,ICICI BANK,28-Jan-2025 10:00 AM,10-Feb-2025 11:00 AM,28-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,NA ,NA ,28-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,"2,542",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,Certifiacate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN",Municipal Bodies||Junagarh NAC,JNG/NAC/02/2024-25,2025_ORULB_109820_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, NAC Junagarh",Executive Officer NAC Junagarh Kalahandi,"2,000",0.0,Nil,Nil,Yes,AOC,Chairperson Executive Ofiicer and All committee member,Internal,Chairperson Executive Ofiicer and All committee member,Pramod Kumar Khillo,25-Jun-2025 03:39 PM,techsummary_527237.pdf (2401.83 KB),1,2801444,ANKIT KUMAR SAHOO,06-Feb-2025 08:15 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:39 PM,Municipal Bodies||Junagarh NAC,2025_ORULB_109820_14,JNG/NAC/02/2024-25,Construction of RCC paver road culvent Near Debendra Patra House At-Dangaghat Pada in Ward No 08 under NAC Junagarh,Finance,A meeting of Tender Committee of NAC Junagarh constituted under Rule-361 of Odisha Municipal Rule-1953 was held on 20.01.2025 at 11.00am in the office chamber of the Chairperson of NAC Junagarh.,Pramod Kumar Khillo,25-Jun-2025 01:22 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2797925,Khusi Ram Lahajal,07-Feb-2025 12:15 PM,Accepted-AOC,As per the Lottery system.,25-Jun-2025 05:26 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2802395,MANOJ KUMAR SAHOO,07-Feb-2025 03:44 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:39 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2801750,ROSHAN KUMAR SAHU,06-Feb-2025 11:04 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:39 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2801774,SHIVRAM MEHER,07-Feb-2025 01:48 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:39 PM,,,,,,,,,,,AOC
