Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
SUPERINTENDING ENGINEER,"O/O THE SE,MECHANICAL DIVISION,BERHAMPUR-760007",1.0,ICICI BANK,"7,400",Yes,fixed,,Nil,Nil,31-Jan-2025 11:50 AM,11-Feb-2025 01:00 PM,31-Jan-2025 11:50 AM,10-Feb-2025 05:30 PM,31-Jan-2025 11:50 AM ,06-Feb-2025 05:30 PM ,31-Jan-2025 11:50 AM,10-Feb-2025 05:30 PM,"Supply,Fabrication and Erection of 02 no.of Scouring Sluice gate and 02 no.of H/R Gate of Sulia nalla near Village Singipur of Sanakhemundi Block under Minor Irrigation Division,Ganjam-I,Brahmapur.","Supply,Fabrication and Erection of 02 no.of Scouring Sluice gate and 02 no.of H/R Gate of Sulia nalla near Village Singipur of Sanakhemundi Block under Minor Irrigation Division,Ganjam-I,Brahmapur.",PLEASE REFER TENDER DOCUMENT ,NA ,,Mechanical Works,HYDRO-MECHANICAL GATE ,Tender,90.0,30.0,"SULIANALLA,SINGIPUR,GANJAM",761012.0,NA ,NA ,NA ,"O/O THE SE,MECHANICAL DIVISION,BERHAMPUR",No ,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,ESI,EPF AND ALL OTHER DOCUMENTS AS PER DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE-MDB-06(B)/2024-25,2025_CEMWR_109998_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,09-Jun-2025,"INR 737,177.36",30.0,SANJAYA KUMAR NAYAK,09-Jun-2025 05:22 PM,AOC.pdf (1885.00 KB),1,2801687,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",06-Feb-2025 10:25 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,Er Sanjay Kumar,Internal,,SANJAYA KUMAR NAYAK,02-Jun-2025 05:37 PM,techsummary_528007.pdf (551.91 KB),Er Sanjay Kumar,Internal,,SANJAYA KUMAR NAYAK,02-Jun-2025 05:51 PM,finsummary_528007.pdf (1371.46 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_109998_1,SE-MDB-06(B)/2024-25,"Supply,Fabrication and Erection of 02 no.of Scouring Sluice gate and 02 no.of H/R Gate of Sulia nalla near Village Singipur of Sanakhemundi Block under Minor Irrigation Division,Ganjam-I,Brahmapur.",1.0,2801337.0,SUSHIL KUMAR DAS,INR,"626,674.48",Finance,BOQSummary,SANJAYA KUMAR NAYAK,02-Jun-2025 05:27 PM,finance_528007.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,AOC,,,,,,,2,2801070,LAXMIDHRA BHUYAN,09-Feb-2025 10:53 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2796164,M/S Abirvab Steel Product,10-Feb-2025 12:32 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2801144,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,10-Feb-2025 11:44 AM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2796258,M/S Ashreebad Fabricators,10-Feb-2025 01:24 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2801165,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,10-Feb-2025 11:34 AM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2806857,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,10-Feb-2025 12:32 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2805939,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",09-Feb-2025 09:26 PM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2801349,SPS INDUSTRY,10-Feb-2025 11:58 AM,Rejected-Finance,Looser in Transparent Lottery,02-Jun-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2801337,SUSHIL KUMAR DAS,10-Feb-2025 12:04 PM,Accepted-AOC,Winner in Transparent lottery,09-Jun-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
