Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,19-Jun-2025 06:03 PM,techsummary_517863.pdf (358.73 KB),20-Jun-2025,"INR 320,763.25",30.0,Gyanaranjan Nayak,20-Jun-2025 12:43 PM,05.pdf (359.00 KB),AWARD OF CONTRACT,1,2680408,ANIL KUMAR SAMANTARAY,04-Dec-2024 01:18 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,1.0,2680388.0,KAMALAKANTA JENA,INR,"320,763.25",Finance,16 Nos Bidders Participated,Gyanaranjan Nayak,06-Dec-2024 07:10 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,20-Jun-2025 12:37 PM,finsummary_517863.pdf (358.73 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2024_CERWI_107552_5,Tender Online 05 JJPT OF 2024-25,"S/R to 3rd IR Bn,Kalinganagar,Jajpur Community Hall for the Year 2024-25 in the Dist. of Jajpur.",AOC,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 05 JJPT OF 2024-25,2024_CERWI_107552_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTN,Tender Cost,EMD,Affidavit and Other Documents as per DTCN","2,000",0.0,Nil,Nil,No,26-Nov-2024 03:30 PM,05-Dec-2024 11:30 AM,26-Nov-2024 03:30 PM,04-Dec-2024 05:00 PM,26-Nov-2024 03:30 PM ,03-Dec-2024 05:00 PM ,26-Nov-2024 03:30 PM,04-Dec-2024 05:00 PM,"4,000",Yes,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER, R.W.DIVISION,JAJPUR","RURAL WORKS DIVISION,JAJPUR","S/R to 3rd IR Bn,Kalinganagar,Jajpur Community Hall for the Year 2024-25 in the Dist. of Jajpur.","S/R to 3rd IR Bn,Kalinganagar,Jajpur Community Hall for the Year 2024-25 in the Dist. of Jajpur.",Please refer Tender documents. ,NA ,"3,77,324",Civil Works - Buildings,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,AOC
,,,,,,,,,,,,,2,2677786,DILLIP KUMAR MALLIK,03-Dec-2024 11:02 AM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2677718,DIPAK KUMAR RANA,03-Dec-2024 09:09 AM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2670255,HIRANYA KUMAR DAS,27-Nov-2024 07:20 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2679385,JHARANA SAHOO,03-Dec-2024 06:36 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2680388,KAMALAKANTA JENA,04-Dec-2024 11:12 AM,Accepted-AOC,Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2679820,KSHIROD KUMAR BARIK,03-Dec-2024 08:59 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2677341,MALAYA ROUT,02-Dec-2024 09:26 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2681403,PADMANAV MALLICK,04-Dec-2024 03:44 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2680507,PRADEEP MALLIK,04-Dec-2024 01:53 PM,Rejected-AOC,Not Qualify,20-Jun-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
