Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,Construction of Bansi Nalla Check Dam at Engarasing in Rayagada block of Gajapati district under MATY Scheme 2024-25,Construction of Bansi Nalla Check Dam at Engarasing in Rayagada block of Gajapati district under MATY Scheme 2024-25,AS PER DTCN ,NA ,"39,47,843",Civil Works - Others,NA ,Tender,90.0,180.0,Rayagada,761213.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of valid RC Active Certificate GSTN PAN Affidavit and other documents as per DTC,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",MIDGJP-11/2024-25,2025_CEMIB_109793_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"39,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,29-Jan-2025 10:00 AM,10-Feb-2025 11:00 AM,29-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,29-Jan-2025 10:00 AM ,07-Feb-2025 05:00 PM ,29-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,SUPERINTENDING ENGINEER,"O/o Superintending Engineer,M.I.Division,Gajapati",AOC,1,2799893,BALAGA CHAKRAVARTHI,07-Feb-2025 09:51 AM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,17-Jun-2025,"INR 3,947,842.92",180.0,KIRAN KUMAR SUBUDHY,17-Jun-2025 06:28 AM,AOC5.pdf (1181.00 KB),KIRAN SUBUDHY,Internal,,KIRAN KUMAR SUBUDHY,17-Jun-2025 06:07 AM,techsummary_527420.pdf (20.62 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",2025_CEMIB_109793_5,MIDGJP-11/2024-25,Construction of Bansi Nalla Check Dam at Engarasing in Rayagada block of Gajapati district under MATY Scheme 2024-25,KIRAN SUBUDHY,Internal,,KIRAN KUMAR SUBUDHY,17-Jun-2025 06:16 AM,finsummary_527420.pdf (41.58 KB),Finance,17 NOS ARE BIDDER PARTICIPATED IN THIS TENDER,KIRAN KUMAR SUBUDHY,17-Jun-2025 06:02 AM,,BOQ Comparative Chart,1.0,2795765.0,P MUTTI RAJU,INR,"3,356,061.27",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,2,2802675,BALAGA SWATHI,07-Feb-2025 04:40 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2800190,BINNALA VIJAYA BABU,06-Feb-2025 12:21 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2800330,CHITTA RANJAN PARIDA,06-Feb-2025 12:33 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2801987,CHUMUKI PANIGRAHY,07-Feb-2025 10:22 AM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2792963,D.HARISH KUMAR,01-Feb-2025 04:15 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2800794,Gopal Krishna Mahapatro,06-Feb-2025 03:46 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2800187,GOTTIPILLI NABIN,06-Feb-2025 04:00 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2801913,HRUSHIKESH NAYAK,07-Feb-2025 07:09 AM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2802559,JOCHHANA RANI SAHU,07-Feb-2025 02:42 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2797166,MANDALA SANKAR RAO,06-Feb-2025 07:28 PM,Rejected-AOC,UN-SUCCESSFULY,17-Jun-2025 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
