Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000",0.0,Nil,Nil,No,"SE RWD-II,NAYAGARH",NEAR DRDA NGRH,"3,360",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN,RC etc as per DTCN",S/R to Tahasil Office building at Gania for the year 2024-25,Bldg work,Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 05/ RWD-II/2024-25,2024_CERWI_108790_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Dec-2024 11:00 AM,04-Jan-2025 11:00 AM,27-Dec-2024 11:00 AM,03-Jan-2025 05:00 PM,27-Dec-2024 11:00 AM ,03-Jan-2025 01:00 PM ,27-Dec-2024 11:00 AM,03-Jan-2025 05:00 PM,1.0,ICICI BANK,AOC,"EE RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Rojalin Mishra,02-Jun-2025 12:35 PM,techsummary_522152.pdf (199.18 KB),"EE RWD-II,NAYAGARH",Internal,"DAO,AE ESTR",Rojalin Mishra,02-Jun-2025 12:51 PM,finsummary_522152.pdf (199.18 KB),Finance,CS,Rojalin Mishra,02-Jun-2025 12:27 PM,finance_522152.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2024_CERWI_108790_21,ONLINE TENDER 05/ RWD-II/2024-25,S/R to Tahasil Office building at Gania for the year 2024-25,1.0,2726317.0,SURESH KUMAR BHUJABAL,INR,"285,749",1,2723497,Bidyadhar Barad,02-Jan-2025 08:11 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,02-Jun-2025,"INR 285,749",30.0,Rojalin Mishra,02-Jun-2025 12:58 PM,CS.pdf (199.00 KB),47 P1 24-25 DTD 13.02.25,AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2722436,BIPIN KUMAR NAYAK,02-Jan-2025 08:36 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2724343,DIPAK MALIK,03-Jan-2025 12:13 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2722953,KRUPASINDHU BEHERA,03-Jan-2025 11:57 AM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2723527,MAKABULU KHAN,03-Jan-2025 12:59 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2721616,Manoj Kumar Jayasingh,03-Jan-2025 08:51 AM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2718074,MANORANJAN JENA,30-Dec-2024 11:44 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2719388,SAKTI PRASAD BEHERA,31-Dec-2024 08:35 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2726402,SARAT KUMAR BEHERA,03-Jan-2025 04:39 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2725199,SUDHANSU DAS,03-Jan-2025 01:25 PM,Rejected-AOC,R,02-Jun-2025 12:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2726317,SURESH KUMAR BHUJABAL,03-Jan-2025 04:23 PM,Accepted-AOC,AOC,02-Jun-2025 12:58 PM,,,,,,,,AOC
