S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2583850.0,RUPESH CHANDRA PRADHAN,INR,"127,516,390",CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,04-Jun-2025 05:37 PM,finsummary_508542.pdf (1115.57 KB),Technical,Opened,Lipsa Mallick,30-Oct-2024 12:30 PM,,EIC-CIVIL,2024_EICCL_105446_1,CE-ROADS-II-06/2024-25,Improvement to Sanahulla-Paikasahi-Kantapada road from 0/000 km to 17/700 km in the district of Angul under State Plan,Finance,Finance opening,Pradipta Kumar Nayak,26-Nov-2024 06:53 PM,,BOQ Comparative Chart,EIC Civil cum Roads Odisha,Internal,,Lipsa Mallick,21-Nov-2024 05:26 PM,26-Nov-2024 12:30 PM,techsummary_508542.pdf (1288.89 KB),04-Jun-2025,"INR 127,516,390",540.0,Pradipta Kumar Nayak,04-Jun-2025 05:41 PM,Sanahulla_Paikasahi_AOC.pdf (1116.00 KB),01P1 of 2025-26,1,2585299,P K PRADHAN AND CO,20-Oct-2024 12:16 PM,Rejected-Technical,Disqualified,21-Nov-2024 05:26 PM,AOC,"14,17,000",Yes,fixed,,Nil,Nil,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",EIC-CIVIL,CE-ROADS-II-06/2024-25,2024_EICCL_105446_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Oct-2024 05:00 PM,30-Oct-2024 11:30 AM,04-Oct-2024 05:00 PM,29-Oct-2024 05:30 PM,NA ,NA ,04-Oct-2024 05:00 PM,29-Oct-2024 05:30 PM,26-Nov-2024 12:30 PM,1.0,1st Corrigendum,Date,,"10,000",0.0,Nil,Nil,No,Improvement to Sanahulla-Paikasahi-Kantapada road from 0/000 km to 17/700 km in the district of Angul under State Plan,Improvement to Sanahulla-Paikasahi-Kantapada road from 0/000 km to 17/700 km in the district of Angul under State Plan,Please refer Tender documents. ,NA ,"14,16,69,137",Civil Works - Roads,NA ,Tender,90.0,540.0,Angul Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2583850,RUPESH CHANDRA PRADHAN,29-Oct-2024 10:45 AM,Accepted-AOC,Selected as L1 bidder,04-Jun-2025 05:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Machineries and work experience,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2588620,SANJEEV KUMAR SINGH,29-Oct-2024 03:34 PM,Rejected-AOC,L2 bidder,04-Jun-2025 05:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2588688,SAROJ KUMAR ROUL,22-Oct-2024 10:39 AM,Rejected-Technical,Disqualified,21-Nov-2024 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2584288,SRINIBASH MISHRA,27-Oct-2024 06:06 PM,Rejected-AOC,L1 bidder,04-Jun-2025 05:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
