Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer-II,"At Bikash Bhawan, Jagannathlane, Badambadi, Cuttack.",1,ICICI BANK,Restoration of culvert infront of Tarini Mandir at Pira Chhaka in Ward No.9.,Restoration of culvert infront of Tarini Mandir at Pira Chhaka in Ward No.9.,Please refer Tender documents. ,NA ,"7,88,327",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane, Badambadi, Cuttac",No ,No,"7,900",Yes,fixed,,"Municipal Commissioner, C.M.C",Cuttack,18-Jun-2019 03:00 PM,03-Jul-2019 11:00 AM,18-Jun-2019 03:00 PM,28-Jun-2019 05:00 PM,18-Jun-2019 03:00 PM ,28-Jun-2019 05:00 PM ,18-Jun-2019 03:00 PM,28-Jun-2019 05:00 PM,"4,000",0.0,"Municipal Commissioner, C.M.C",Cuttack,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No2/2019-20,2019_ORULB_54968_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS AS PER DTC",AOC,1,1112649,SANJAY KUMAR SETHY(SC),28-Jun-2019 03:46 PM,Accepted-AOC,Accepted,18-Jun-2025 01:25 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,18-Jun-2025 01:23 PM,finsummary_296384.pdf (394.68 KB),Finance,Two bidder participated.BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Bhagyadhar Sahoo,03-Jul-2019 03:35 PM,finance_296384.pdf,BOQ Comparative Chart,18-Jun-2025,"INR 827,741",60.0,Subas Chandra Sahoo,18-Jun-2025 01:25 PM,2019_ORULB_54968_2.pdf (395.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,18-Jun-2025 01:20 PM,techsummary_296384.pdf (394.68 KB),Municipal Bodies||Cuttack Municipal Corporation,2019_ORULB_54968_2,MC(CMC)CTC_Div-II_No2/2019-20,Restoration of culvert infront of Tarini Mandir at Pira Chhaka in Ward No.9.,1.0,1112649.0,SANJAY KUMAR SETHY(SC),INR,"827,741",AOC
,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,2,1112646,TAPAN KUMAR BEHERA,28-Jun-2019 03:15 PM,Rejected-AOC,Rejected,18-Jun-2025 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
