Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
10-Apr-2025 10:00 AM,25-Apr-2025 09:00 AM,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,NA ,NA ,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,"2,536",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Redhakhol NAC,RDL NAC-1/2025-26,2025_ORULB_112355_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Compl. Of paver road from Telephone Exchange towards RD road in ward No 04,Compl. Of paver road from Telephone Exchange towards RD road in ward No 04,Please refer Tender documents. ,NA ,"2,53,643",Civil Works - Roads,NA ,Tender,90.0,30.0,Rairakhol,768106.0,NA ,NA ,NA ,"NAC, Redhakhol",No ,No,"2,000",0.0,Nil,Nil,No,"Executive Officer, NAC, Redhakhol","Executive Officer, NAC, Redhakhol",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Sibaram Sahoo,Internal,"Chairperson, Executive officer, Municipal Engineer, Junior Engineer",Sanjeeb Toppo,28-May-2025 11:02 AM,finsummary_535850.pdf (2009.96 KB),Sibaram Sahoo,Internal,"Chairperson, Executive Officer, Municipal Engineer, Junior Engineer",Biranchi Dharua,17-May-2025 03:57 PM,techsummary_535850.pdf (583.00 KB),18-Jun-2025,"INR 298,999",30.0,Sanjeeb Toppo,18-Jun-2025 05:29 PM,1330.pdf (809.00 KB),Municipal Bodies||Redhakhol NAC,2025_ORULB_112355_19,RDL NAC-1/2025-26,Compl. Of paver road from Telephone Exchange towards RD road in ward No 04,1.0,2893226.0,Subash Chandra Dash,INR,"298,999",1,2892789,Banamali Behera,23-Apr-2025 04:49 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,Finance,11 bidder participated and accepted for Technical Evaluation,Biranchi Dharua,13-May-2025 01:40 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2893824,BHAGABAN PRADHAN,24-Apr-2025 04:52 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2892423,BISWARANJAN PRADHAN,23-Apr-2025 12:15 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2893004,KAMALINI PRADHAN,23-Apr-2025 08:08 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2892103,Lilabati Meher,22-Apr-2025 10:22 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2893048,lilima biswal,23-Apr-2025 08:49 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2893176,SISIRA KANTA NAIK,23-Apr-2025 11:32 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2890124,SMT BEBINA BEHERA,23-Apr-2025 03:46 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2893840,SNEHALATA SARANGI,24-Apr-2025 04:50 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2893226,Subash Chandra Dash,24-Apr-2025 07:56 AM,Accepted-AOC,L1,18-Jun-2025 05:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2893067,SUBHRANSU RANJAN SAHOO,23-Apr-2025 09:07 PM,Rejected-Finance,As per Lottery,28-May-2025 11:02 AM,,,,,,,AOC
