EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"8,468",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(12)/2025-26,2025_CEBBU_112705_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN",Canal Works,Construction of both side protection wall and bed lining in between RD 43560m to 43590m of Huma Tail Distributary for 2025-26.,As per DTCN ,NA ,"8,46,758",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768200.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,AOC,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,23-Jun-2025 01:11 PM,finsummary_537220.pdf (198.96 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112705_1,SESID-01(12)/2025-26,Canal Works,1.0,2903799.0,TRIPATHY CONST&SUPPLIERS PROP HIMADRITANAYATRIPATHY,INR,"719,829",Finance,Technical Bid Opening,Umakant Nayak,21-Jun-2025 04:40 PM,finance_537220.pdf,BOQ Comparative Chart,23-Jun-2025,"INR 719,829",90.0,Umakant Nayak,23-Jun-2025 05:50 PM,WO_12.pdf (298.00 KB),Smt. Himadri Tanaya Tripathy is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Smt. Himadri Tanaya Tripathy.,1,2896100,AMBARISH PUROHIT,26-Apr-2025 08:10 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,21-Jun-2025 05:07 PM,techsummary_537220.pdf (198.96 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2901154,AMIT KUMAR BEHERA,30-Apr-2025 07:48 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2901225,BIBHUTIBHUSHAN PANDA,01-May-2025 08:58 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2901629,BIMAL MAHAPATRA,30-Apr-2025 12:11 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2903022,KULAMANI SAHANSIA,01-May-2025 10:04 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2903683,MANASH RANJAN MAHAPATRA,02-May-2025 12:42 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2900334,NISHI KANTA PANDA,30-Apr-2025 10:32 AM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2901347,PRASANTA KUMAR SAHU,01-May-2025 01:22 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2902855,PUJARANI SAMAL,01-May-2025 11:35 AM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2902188,SAGARIKA MISHRA,30-Apr-2025 08:48 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2903726,SAMBIT KUMAR PATTNAIK,02-May-2025 12:26 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2903185,SANDHYARANI SAHU,01-May-2025 03:35 PM,Rejected-AOC,Not selected.,23-Jun-2025 05:50 PM,,,,,,,AOC
