S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,"Executive Officer, Balasore Municipality",Balasore Municipality Office,"Const. of Paver Block Road from Ranjita Bhoi Res to Naveen babu res via Minaketan babu Res, Mansingh Bazar in Ward No_05","Const. of Paver Block Road from Ranjita Bhoi Res to Naveen babu res via Minaketan babu Res, Mansingh Bazar in Ward No_05",Please refer Tender documents. ,NA ,"12,68,684",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,"12,687",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,REVISED DTCN,Technical Bid,,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_106,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,09-Jun-2025 12:28 PM,finsummary_533245.pdf (458.09 KB),1.0,2869356.0,BALARAJ MALLIK,INR,"1,243,437.19",1,2869356,BALARAJ MALLIK,26-Mar-2025 03:00 PM,Accepted-AOC,WO,09-Jun-2025 12:31 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_106,BM_06_2024_25,"Const. of Paver Block Road from Ranjita Bhoi Res to Naveen babu res via Minaketan babu Res, Mansingh Bazar in Ward No_05",EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 01:24 PM,techsummary_533245.pdf (458.09 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:14 PM,,BOQ Comparative Chart,09-Jun-2025,"INR 1,268,684",60.0,Pradeep Kumar Nayak,09-Jun-2025 12:31 PM,WO06106.pdf (607.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2867707,Sanjaya Kumar Das,25-Mar-2025 07:09 PM,Rejected-Technical,L3,06-Jun-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2867727,SRIDHARA RANA,25-Mar-2025 07:17 PM,Rejected-Finance,L1,09-Jun-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
