Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Jun-2025 12:15 PM,techsummary_524005.pdf (1063.40 KB),20-Jun-2025,"INR 1,853,601",45.0,Lipsa Parida,20-Jun-2025 12:22 PM,workorder_54_9.pdf (148.00 KB),1,2763422,Sri Bipin Bihari Patra,19-Jan-2025 05:26 PM,Rejected-Finance,Rejected,20-Jun-2025 12:19 PM,1.0,2763455.0,SUSANTA KUMAR MOHAPATRA,INR,"1,853,601",Finance,2 bids opened successfully,Lipsa Parida,21-Jan-2025 12:57 PM,finance_524005.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Jun-2025 12:19 PM,finsummary_524005.pdf (1063.40 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_109096_9,BMC-EE-Tender Cell-54/2024-25 Dt. 04.01.2025,Construction of Paver block Road in Jagannath apartment in ward no 29,AOC,"6,000",0.0,Nil,Nil,No,09-Jan-2025 04:00 PM,21-Jan-2025 11:30 AM,09-Jan-2025 04:00 PM,20-Jan-2025 05:00 PM,09-Jan-2025 04:00 PM ,13-Jan-2025 10:30 AM ,09-Jan-2025 04:00 PM,20-Jan-2025 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,Executive Engineer (Central Tender Cell),"UG floor,Central Tender Cell,BMC, ICOMC Tower",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-54/2024-25 Dt. 04.01.2025,2025_ORULB_109096_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver block Road in Jagannath apartment in ward no 29,Construction of Paver block Road in Jagannath apartment in ward no 29,Please refer Tender documents. ,NA ,"15,25,392",Civil Works - Others,NA ,Tender,120.0,45.0,BMC Area,751022.0,"UG floor,Central Tender Cell,BMC, ICOMC Tower ","UG floor,Central Tender Cell,BMC, ICOMC Tower ",13-Jan-2025 04:30 PM ,"Central Tender Cell,BMC",No ,No,"15,300",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,2763455,SUSANTA KUMAR MOHAPATRA,19-Jan-2025 05:19 PM,Accepted-AOC,L1 b idder,20-Jun-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
