Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
30-Dec-2024 05:30 PM,07-Jan-2025 11:30 AM,30-Dec-2024 05:30 PM,06-Jan-2025 05:00 PM,30-Dec-2024 05:30 PM ,04-Jan-2025 02:00 PM ,30-Dec-2024 05:30 PM,06-Jan-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,SUPERINTENDING ENGINEER,"RURAL WORKS DIVISION,JAJPUR",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate,PAN,GSTIN, Paper Cost, EMD, ffidavit and other documents as per DTCN",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 08 JJPT OF 2024-25,2024_CERWI_108867_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"31,900",Yes,fixed,,Nil,Nil,S/R to KusumudihaChhak to Kalaragiatta Dhaba Chhak Via-Ransol Road for the Year 2024-25 in the Dist. of Jajpur,S/R to KusumudihaChhak to Kalaragiatta Dhaba Chhak Via-Ransol Road for the Year 2024-25 in the Dist. of Jajpur,Please refer Tender documents. ,NA ,"31,87,847",Civil Works - Roads,NA ,Tender,90.0,60.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,AOC,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2024_CERWI_108867_2,Tender Online 08 JJPT OF 2024-25,S/R to KusumudihaChhak to Kalaragiatta Dhaba Chhak Via-Ransol Road for the Year 2024-25 in the Dist. of Jajpur,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,21-Jun-2025 12:05 PM,finsummary_522618.pdf (377.05 KB),Finance,7 Nos. of bidders,Swarna Prava Jena,07-Jan-2025 05:36 PM,,BOQ Comparative Chart,1.0,2731915.0,Kanan Kumar Rout,INR,"2,709,989.02",1,2731990,BISWABIJAYEE BEHERA,06-Jan-2025 01:24 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,21-Jun-2025,"INR 2,709,989.02",60.0,Gyanaranjan Nayak,21-Jun-2025 12:10 PM,08.pdf (377.00 KB),AWARD OF CONTRACT,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,21-Jun-2025 11:43 AM,techsummary_522618.pdf (377.05 KB),AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2730896,DIGAMBAR NAYAK,06-Jan-2025 03:37 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2731917,JULKAR RAHEMAN KHAN,06-Jan-2025 01:13 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2731915,Kanan Kumar Rout,06-Jan-2025 01:10 PM,Accepted-AOC,Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2731685,SANTOSH KUMAR ROUT,06-Jan-2025 03:51 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2730786,SUDHAKAR NAYAK,05-Jan-2025 06:18 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2731661,SWASTIK SAMAL,06-Jan-2025 12:19 PM,Rejected-AOC,Not Qualify,21-Jun-2025 12:10 PM,,,,,,,,,,,,,,AOC
