Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Improvement to Lendrimaliguda-3 Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,Improvement to Lendrimaliguda-3 Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,Please refer tender documents ,NA ,"6,64,012",Civil Works - Water Works,NA ,Tender,90.0,60.0,Koraput,764020.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",MIDJEY12/2024-25,2025_CEMIB_111853_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN",24-Mar-2025 10:00 AM,07-Apr-2025 11:00 AM,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,AOC,Superintending Engineer,Internal,,SWAPNA BEHERA,21-Jun-2025 12:30 PM,finsummary_534101.pdf (64.93 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",2025_CEMIB_111853_8,MIDJEY12/2024-25,Improvement to Lendrimaliguda-3 Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,1.0,2876487.0,YUGANTA GARADA,INR,"564,477",Finance,On opening the bids total 25 nos. of bids were found to be received online. Hence 25 nos. of bids were found to be valid,SWAPNA BEHERA,21-Jun-2025 12:13 PM,finance_534101.pdf,BOQ Comparative Chart,1,2875043,AKHIL PRASAD MALLICK,04-Apr-2025 11:59 AM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,21-Jun-2025,"INR 564,477",60.0,SWAPNA BEHERA,21-Jun-2025 06:37 PM,Lendrimaliguda3.pdf (120.00 KB),AOC,Superintending Engineer,Internal,,SWAPNA BEHERA,21-Jun-2025 12:21 PM,techsummary_534101.pdf (64.93 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2875897,Akshaya Kumar Mishra,04-Apr-2025 05:48 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2875781,BISHNUPRIYA NAYAK,04-Apr-2025 07:44 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2875618,Budu Beniya,04-Apr-2025 12:23 AM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2876156,DAITARI BENIA,04-Apr-2025 06:49 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2869999,DEBABRATA ROUT,26-Mar-2025 09:47 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2874317,DHANA JANI,01-Apr-2025 04:59 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2876287,Gajendra Kumar Dami,04-Apr-2025 09:03 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2875542,GHASIANI HIAL,05-Apr-2025 02:09 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2875823,GUPTA BISOI,04-Apr-2025 06:35 PM,Rejected-AOC,Reject,21-Jun-2025 06:38 PM,,,,,,,,,,,,,,AOC
