Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-01/2025-26,2025_CEBBU_112905_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-May-2025 10:00 AM,13-May-2025 11:00 AM,01-May-2025 10:00 AM,12-May-2025 05:00 PM,01-May-2025 10:00 AM ,11-May-2025 05:00 PM ,01-May-2025 10:00 AM,12-May-2025 05:00 PM,"11,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","O/o SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","6,000",0.0,Nil,Nil,No,Restoration of U/S riprap within RD 30290 ft. to RD 30705 ft. between RL 611.00 ft. to RL 630.00 ft. of Right Dyke for the year 2025-26.,Restoration of U/S riprap within RD 30290 ft. to RD 30705 ft. between RL 611.00 ft. to RL 630.00 ft. of Right Dyke for the year 2025-26.,Please refer Tender documents. ,NA ,"11,58,214",Civil Works - Others,NA ,Tender,90.0,60.0,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTOR LICENCE,PAN,GST, AFFIDAVIT, NO RELATION,SECHEDULE-E AND OTHER DOCUMENTS AS PER DTCN",AOC,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",Sunit Mahipal Kujur,04-Jun-2025 09:50 AM,finsummary_538093.pdf (302.57 KB),Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",Sunit Mahipal Kujur,03-Jun-2025 12:13 PM,techsummary_538093.pdf (509.12 KB),04-Jun-2025,"INR 984,598",60.0,Sunit Mahipal Kujur,04-Jun-2025 10:00 AM,AOC_01_14.pdf (303.00 KB),Pratima Panda is selected through transparent lottery as L1 bidder of this tender and the work order may be issued on favor of Pratima Panda.,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2025_CEBBU_112905_14,MDD-e-01/2025-26,Restoration of U/S riprap within RD 30290 ft. to RD 30705 ft. between RL 611.00 ft. to RL 630.00 ft. of Right Dyke for the year 2025-26.,1.0,2913413.0,PRATIMA PANDA,INR,"984,598",1,2911803,Amar Amit Bishi,11-May-2025 07:11 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,Finance,Bid opening summary,Sunit Mahipal Kujur,03-Jun-2025 12:02 PM,finance_538093.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2909783,BIBHUTIBHUSHAN PANDA,10-May-2025 12:36 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2910729,BIMAL MAHAPATRA,09-May-2025 08:48 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2910922,DIPTI RANJAN MALLICK,11-May-2025 11:55 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2910100,Korapella Nagamani,09-May-2025 08:20 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2913437,MAMATA NEPAK,12-May-2025 02:47 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2910028,MANOJ KUMAR PANDA,09-May-2025 09:05 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2912381,M/s Nutan Mohapatra,12-May-2025 12:35 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2912614,M/S SAI BALAJI CONSTRUCTION,12-May-2025 10:54 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2912822,NALINI SAHU,12-May-2025 11:58 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 10:03 AM,,,,,,,AOC
