Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,"Executive Engineer, Rural Works Division Balliguda","Executive Engineer, Rural Works Division Balliguda",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper",S/R to 04 Nos. Constable quarters at Tumudibandha in the District of Kandhamal for the year 2024-25.,S/R to 04 Nos. Constable quarters at Tumudibandha in the District of Kandhamal for the year 2024-25.,Please refer Tender documents. ,NA ,"4,23,402",Civil Works - Buildings,NA ,Tender,90.0,60.0,Balliguda/Kandhamal,762103.0,NA ,NA ,NA ,Rural Works Division Balliguda,No ,No,17-Feb-2025 10:00 AM,25-Feb-2025 11:30 AM,17-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,17-Feb-2025 10:00 AM ,21-Feb-2025 04:00 PM ,17-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender/06/EERWD/BLG-2024-25,2025_CERWI_110759_19,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"4,240",Yes,fixed,,Nil,Nil,AOC,EE/DAO,Internal,EE/DAO,Srikrushna Sabar,05-Jun-2025 01:26 PM,finsummary_530550.pdf (435.59 KB),EE/DAO,Internal,EE/DAO,Srikrushna Sabar,05-Jun-2025 01:19 PM,techsummary_530550.pdf (435.59 KB),05-Jun-2025,"INR 359,934",60.0,Srikrushna Sabar,05-Jun-2025 01:31 PM,Work.pdf (436.00 KB),"Successful bidder Rajashree Construction, C Class Contractor declared as winner in lottery",1,2829237,AKASH KUMAR NAYAK,21-Feb-2025 02:29 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,1.0,2829685.0,RAJASHREE CONSTRUCTION,INR,"359,934",CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2025_CERWI_110759_19,Online Tender/06/EERWD/BLG-2024-25,S/R to 04 Nos. Constable quarters at Tumudibandha in the District of Kandhamal for the year 2024-25.,Finance,"Successful bidder Rajashree Construction, C Class Contractor declared as winner in lottery",Srikrushna Sabar,05-Jun-2025 01:13 PM,finance_530550.pdf,BOQ Comparative Chart,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Valid Mail ID and Whatsapp No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2829556,BIJAYALAXMI MISHRA,22-Feb-2025 12:37 AM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2830886,BILARSEN PARASETH,24-Feb-2025 04:13 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2829212,CH MOHAN PRASAD SUBUDHI,22-Feb-2025 09:21 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2831925,PINTU NAYAK,24-Feb-2025 01:36 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2828585,Pitidenga Patamajhi,24-Feb-2025 12:26 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2829685,RAJASHREE CONSTRUCTION,21-Feb-2025 08:41 PM,Accepted-AOC,"Successful bidder Rajashree Construction, C Class Contractor declared as winner in lottery",05-Jun-2025 01:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2835488,Ramesh Chandra Nayak,24-Feb-2025 04:31 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2828406,SHASHI BHUSAN PRAHARAJ,23-Feb-2025 04:08 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2827509,SIBA NAYAK,22-Feb-2025 05:07 PM,Rejected-Finance,Unsuccessful bidder,05-Jun-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
