Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,11 bidders found,Satyajit Sahoo,28-Apr-2025 12:15 PM,,BOQ Comparative Chart,SE,Internal,DAo Estimator,Satyajit Sahoo,18-Jun-2025 11:46 AM,finsummary_536900.pdf (48.13 KB),18-Jun-2025,"INR 4,599,706.67",90.0,Satyajit Sahoo,18-Jun-2025 11:49 AM,Tender_comm.pdf (48.00 KB),Awarded,1,2894658,LIPAK SAMAL,25-Apr-2025 01:35 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,1.0,2894609.0,Sudhir Samal,INR,"3,910,210.64",Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||RWSS Division Dhenkanal,2025_RWSS_112566_2,SE/RWSS/DKL/01/2025-26,"Laying of Pipe line for Widening and Strengthening of Dhenkanal- Kaimati-Joranda Road, Dhenkanal-Deogaon-Haripur Road and Kaimati-Joranda Road of Dhenkanal Sadar Block",SE,Internal,DAO Estimator,Satyajit Sahoo,18-Jun-2025 11:34 AM,techsummary_536900.pdf (48.13 KB),AOC,"SE, RWSS, Dhenkanal","SE, RWSS, Dhenkanal",17-Apr-2025 11:45 AM,28-Apr-2025 11:00 AM,17-Apr-2025 11:45 AM,25-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 11:45 AM,25-Apr-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||RWSS Division Dhenkanal,SE/RWSS/DKL/01/2025-26,2025_RWSS_112566_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",1.0,ICICI BANK,"Laying of Pipe line for Widening and Strengthening of Dhenkanal- Kaimati-Joranda Road, Dhenkanal-Deogaon-Haripur Road and Kaimati-Joranda Road of Dhenkanal Sadar Block","Laying of Pipe line for Widening and Strengthening of Dhenkanal- Kaimati-Joranda Road, Dhenkanal-Deogaon-Haripur Road and Kaimati-Joranda Road of Dhenkanal Sadar Block",Please refer Tender documents. ,NA ,"45,14,000",Civil Works - Others,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"SE, RWSS, Dhenkanal",No ,No,1.0,Change in Class of Contractor,Other,,"46,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,2893375,M/S HARA ENGINEERING WORKS,24-Apr-2025 11:45 AM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2889897,"M/s Ramchandi Construction, Nayagargh",21-Apr-2025 11:42 AM,Rejected-Technical,Not Furnished Documents,18-Jun-2025 11:34 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2892017,Pinaki Mishra,22-Apr-2025 08:49 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2894452,PRAMOD KUMAR BEHERA,25-Apr-2025 03:27 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2893463,Rabi Narayan Parida,24-Apr-2025 12:25 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2894940,SANGRAM DAS,25-Apr-2025 04:45 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2894636,SCM ENGINEERING WORKS,25-Apr-2025 02:19 PM,Rejected-Technical,Not Furnished Documents,18-Jun-2025 11:34 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2893109,SMRUTIREKHA MOHANTY,23-Apr-2025 09:39 PM,Rejected-Finance,Not Got In lottery system,18-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2894609,Sudhir Samal,25-Apr-2025 01:09 PM,Accepted-AOC,Awarded,18-Jun-2025 11:49 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
