Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SE RANDB KHURDA,"O/o the SUPERINTENDING Engineer R and B Division, Khurda",1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit,Other Documents as DTCN",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,TCN-36/24-25,2025_EICCL_110136_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Shifting and construction of 11KV 3ph 3W and LT XLPE AB Cable-1.280 KM from Padanpur By-pass to ParinuagaonChhak andAntarkiari to Nandapur for widening and strengthening of Balugaon to Pratap Road from 0/0 to 12/725 km at Balugaon under state plan.,Shifting and construction of 11KV 3ph 3W and LT XLPE AB Cable-1.280 KM from Padanpur By-pass to ParinuagaonChhak andAntarkiari to Nandapur for widening and strengthening of Balugaon to Pratap Road from 0/0 to 12/725 km at Balugaon under state plan.,Please refer Tender documents. ,NA ,"25,71,971",Electrical Works,NA ,Tender,90.0,60.0,khordha,752056.0,NA ,NA ,NA ,O/O SE RANDB KHURDA,No ,No,04-Feb-2025 12:00 PM,14-Feb-2025 11:30 AM,04-Feb-2025 12:00 PM,13-Feb-2025 05:00 PM,NA ,NA ,04-Feb-2025 12:00 PM,13-Feb-2025 05:00 PM,AOC,"SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,25-Feb-2025 02:43 PM,finsummary_528422.pdf (1769.45 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,2025_EICCL_110136_1,TCN-36/24-25,Shifting and construction of 11KV 3ph 3W and LT XLPE AB Cable-1.280 KM from Padanpur By-pass to ParinuagaonChhak andAntarkiari to Nandapur for widening and strengthening of Balugaon to Pratap Road from 0/0 to 12/725 km at Balugaon under state plan.,1.0,2804434.0,SHANKAR GOURI INDUSTRIES PRIVATE LIMITED,INR,"2,186,433",Finance,3 nos bidders are admitted,Shibalal Sahoo,25-Feb-2025 02:21 PM,,BOQ Comparative Chart,20-Mar-2025,"INR 2,186,433",60.0,Shibalal Sahoo,06-Jun-2025 11:37 AM,634.pdf (947.00 KB),AGRT. done,1,2799953,ABHILASH PRADHAN,05-Feb-2025 11:56 PM,Rejected-AOC,Not Successful in transparent lottery,06-Jun-2025 11:37 AM,"SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,25-Feb-2025 02:31 PM,techsummary_528422.pdf (816.54 KB),AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2815743,M/s BASANTI ELECTRICALS AND CONSTRUCTION,13-Feb-2025 02:14 PM,Rejected-AOC,Not Successful in transparent lottery,06-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2804434,SHANKAR GOURI INDUSTRIES PRIVATE LIMITED,08-Feb-2025 07:21 PM,Accepted-AOC,Successful in transparent lottery,06-Jun-2025 11:37 AM,,,,,,,AOC
