S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd, Cert, No relation Cert, Affd. towards Correctness Cert","33,620",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"O/o the S.E, RWD, Jagatsinghpur","O/o the S.E, RWD, Jagatsinghpur",13-Sep-2024 02:15 PM,25-Sep-2024 11:00 AM,13-Sep-2024 02:15 PM,24-Sep-2024 05:00 PM,13-Sep-2024 02:15 PM ,23-Sep-2024 03:00 PM ,13-Sep-2024 02:15 PM,24-Sep-2024 05:00 PM,Construction of R.W. Sub-Division office building at Erasama for the year 2024-25 in the District of Jagatsinghpur,Construction of R.W. Sub-Division office building at Erasama for the year 2024-25 in the District of Jagatsinghpur,Please refer Tender documents. ,NA ,"33,62,112",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jagatsinghprr,754103.0,NA ,NA ,NA ,"O/o the S.E, RWD, Jagatsinghpur",No ,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online 01 of 2024-25,2024_CERWI_104747_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE,RW,JSPUR",Internal,,Soubhagya Kumar Mohapatra,21-Dec-2024 04:51 PM,finsummary_506715.pdf (5696.74 KB),"SE,RW,JSPUR",Internal,,Soubhagya Kumar Mohapatra,29-Oct-2024 01:57 PM,techsummary_506715.pdf (1369.33 KB),1,2554825,AJAYA KUMAR BISWAL,21-Sep-2024 11:48 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,1.0,2559298.0,RASHMI RANJAN SAHOO,INR,"2,858,132",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2024_CERWI_104747_33,Tender Online 01 of 2024-25,Construction of R.W. Sub-Division office building at Erasama for the year 2024-25 in the District of Jagatsinghpur,24-Jun-2025,"INR 2,858,132",180.0,Soubhagya Kumar Mohapatra,24-Jun-2025 11:10 AM,8084.pdf (5697.00 KB),AoC,Finance,Summary,Soubhagya Kumar Mohapatra,22-Oct-2024 04:55 PM,finance_506715.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2555884,CHANDRAKANTA MOHANTY,22-Sep-2024 06:37 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2558430,JAGANNATH ROUL,24-Sep-2024 03:49 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2557871,JYOTI RANJAN SWAIN,23-Sep-2024 05:46 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2556172,M/S.BISHNUPRIYA CONSTRUCTION,24-Sep-2024 12:40 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2556478,PARESWAR SASMAL,23-Sep-2024 10:09 AM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2555748,RAJAKRUSHNA SAHOO,22-Sep-2024 04:24 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2555062,RAJESH KUMAR DAS,22-Sep-2024 09:42 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2555258,RAMJAMUNA CONSTRUCTION,22-Sep-2024 09:48 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2558734,Ranjan Kumar Jena,24-Sep-2024 12:49 PM,Rejected-Technical,L2 bidder,29-Oct-2024 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
