EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"41,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH18/2024-25,2025_EICCL_111242_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Painting to inside and outside surfaces of District Court Building Boudh,Building work,Please refer tender documents  ,NA ,"41,86,734",Civil Works - Buildings,NA ,Tender,90.0,60.0,Boudh,762014.0,NA ,NA ,NA ,O/o the SE Boudh R and B Division Boudh,No ,No,SE Boudh R and B Division Boudh,O/o the SE Boudh R and B Division Boudh,01-Mar-2025 12:30 PM,13-Mar-2025 11:30 AM,01-Mar-2025 12:30 PM,12-Mar-2025 05:00 PM,01-Mar-2025 12:30 PM ,12-Mar-2025 01:00 PM ,01-Mar-2025 12:30 PM,12-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC,03-Jun-2025,"INR 3,559,143",60.0,Sandeep Kumar Chhualsingh,03-Jun-2025 11:37 AM,2330.pdf (793.00 KB),L1 Bidder,1,2850813,AKSHAYA KUMAR SETH,11-Mar-2025 04:11 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,Sandeep Ku Chhualsingh,Internal,SE DAO EST,Lingaraj Sethi,08-May-2025 06:29 PM,techsummary_531839.pdf (669.19 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2025_EICCL_111242_1,SEBDH18/2024-25,Painting to inside and outside surfaces of District Court Building Boudh,Sandeep Ku Chhualsingh,Internal,SE DAO EST,Lingaraj Sethi,08-May-2025 06:42 PM,finsummary_531839.pdf (987.70 KB),Finance,63 Nos. of bidder participated,Lingaraj Sethi,08-May-2025 06:21 PM,,BOQ Comparative Chart,1.0,2848093.0,Sri Sangram Keshari Meher,INR,"3,559,143",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,2,2851795,Arun Kumar Sukla,12-Mar-2025 12:17 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2851891,ASHARANI DALAL,12-Mar-2025 01:06 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2851176,ASHOK KUMAR SINGH,11-Mar-2025 08:38 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2852108,Benudhara Pradhan,12-Mar-2025 02:49 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2851065,BHRAMAR BARA BEHERA,12-Mar-2025 11:25 AM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2852335,BIBHU DATTA PANIGRAHI,12-Mar-2025 04:12 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2851528,BIPRA CHARAN SAMAL,12-Mar-2025 10:43 AM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2851118,BISHAL AGRAWALLA,11-Mar-2025 08:44 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2848985,BISHNUDUTTA MISHRA,10-Mar-2025 01:56 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2852133,BISWAJIT SAHOO,12-Mar-2025 02:31 PM,Rejected-Finance,Disqualified,08-May-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
