Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
05-Jun-2025,"INR 24,635,579.87",270.0,Binata Kishan,05-Jun-2025 11:40 AM,206.pdf (657.00 KB),1.0,2535108.0,KARTIK TAPPO,INR,"20,942,706.45",CE RW I||RW-CIRCLE-SUNDARGARH,2024_CERWI_104299_28,RWCCESNG-07 OF 2024-25,Construction of new 60 bedded SSD(PSH) hostel at Tumulia of Balisankara block in the district of Sundargarh for the year 2023-24.,1,2538397,BIKASH RANJAN PATTANAIK,05-Sep-2024 03:26 PM,Rejected-Finance,Not Qualified,05-Jun-2025 11:34 AM,Finance,Six nos of bidder only.,Biswanath Sethy,05-Nov-2024 05:16 PM,finance_505224.pdf,BOQ Comparative Chart,B.Sethy,Internal,,Biswanath Sethy,30-Oct-2024 01:12 PM,04-Nov-2024 11:00 AM,techsummary_505224.pdf (1854.79 KB),Technical,7 Nos. of Bidders,Binata Kishan,11-Sep-2024 01:58 PM,,A.K Sahoo,Internal,,Binata Kishan,05-Jun-2025 11:34 AM,finsummary_505224.pdf (657.38 KB),AOC,"10,000",0.0,Nil,Nil,No,"C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",1.0,Date Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,Affidavits etc",Construction of new 60 bedded SSD(PSH) hostel at Tumulia of Balisankara block in the district of Sundargarh for the year 2023-24.,Construction of new 60 bedded SSD(PSH) hostel at Tumulia of Balisankara block in the district of Sundargarh for the year 2023-24.,Please refer Tender documents. ,NA ,"2,46,35,580",Civil Works - Buildings,NA ,Tender,90.0,270.0,Sundargarh,770020.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-07 OF 2024-25,2024_CERWI_104299_28,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,21-Aug-2024 02:00 PM,09-Sep-2024 11:00 AM,21-Aug-2024 02:00 PM,07-Sep-2024 05:00 PM,21-Aug-2024 02:00 PM ,05-Sep-2024 05:00 PM ,21-Aug-2024 02:00 PM,07-Sep-2024 05:00 PM,04-Nov-2024 11:00 AM,"2,46,356",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,2537613,BRAJABANDHU TRIPATHY,31-Aug-2024 12:45 PM,Rejected-Technical,The signed copy of agreement executed between the electrical contractor MOU and electrical licence not furnished.,30-Oct-2024 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,"Annual turnover, work experience, machinaries and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,2542398,BUDHILAL GANJHU,07-Sep-2024 01:05 PM,Rejected-Finance,Not Qualified,05-Jun-2025 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2542337,Jayadev Panda,07-Sep-2024 01:35 PM,Rejected-Finance,Not Qualified,05-Jun-2025 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2535108,KARTIK TAPPO,27-Aug-2024 07:06 PM,Accepted-AOC,Successful bidder by lottery,05-Jun-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2538398,M/S GITANJALI ENTERPRISES,01-Sep-2024 04:00 PM,Rejected-AOC,Unsuccessful bidder,05-Jun-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2540765,RIGAN KUMAR PATEL,05-Sep-2024 08:12 PM,Rejected-AOC,Unsuccessful bidder,05-Jun-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
