Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Executive Engineer (Central Tender Cell),"UG Floor,Central Tender Cell, ICOMC Tower,BMC.","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,13-Dec-2024 04:30 PM,26-Dec-2024 04:30 PM,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,13-Dec-2024 04:30 PM ,18-Dec-2024 04:00 PM ,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,"17,200",Yes,fixed,,Nil,Nil,Improvement of road from Ashok Charu Nivas Apartment Plot No-317 to Plot No-320 Kharavel Nagar Unit-3 in ward No-35,Improvement of road from Ashok Charu Nivas Apartment Plot No-317 to Plot No-320 Kharavel Nagar Unit-3 in ward No-35,Please refer Tender documents. ,NA ,"17,12,269",Civil Works - Roads,NA ,Tender,120.0,60.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower,BMC. ",19-Dec-2024 12:00 PM ,CENTRAL TENDER CELL,No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,2024_ORULB_108179_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,16-Jun-2025 03:47 PM,finsummary_520266.pdf (918.09 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,16-Jun-2025 03:44 PM,techsummary_520266.pdf (918.09 KB),1.0,2712043.0,RANJIT SING,INR,"1,875,003",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108179_20,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,Improvement of road from Ashok Charu Nivas Apartment Plot No-317 to Plot No-320 Kharavel Nagar Unit-3 in ward No-35,1,2711744,BIRAKISHOR DAS,26-Dec-2024 12:25 PM,Rejected-Finance,Rejected,16-Jun-2025 03:47 PM,16-Jun-2025,"INR 1,875,003",60.0,Lipsa Parida,16-Jun-2025 03:50 PM,workorder_46_20.pdf (545.00 KB),Finance,3 bids opened successfully,Lipsa Parida,27-Dec-2024 03:32 PM,finance_520266.pdf,BOQ Comparative Chart,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2712043,RANJIT SING,26-Dec-2024 01:44 PM,Accepted-AOC,L1 bidder,16-Jun-2025 03:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2712318,SRI AJIT KUMAR PATTAYAT,26-Dec-2024 03:14 PM,Rejected-Finance,Rejected,16-Jun-2025 03:47 PM,,,,,,,,,,,,,AOC
