Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
03-Mar-2025 11:00 AM,10-Mar-2025 05:30 PM,03-Mar-2025 11:00 AM,10-Mar-2025 05:00 PM,03-Mar-2025 11:00 AM ,10-Mar-2025 03:00 PM ,03-Mar-2025 11:00 AM,10-Mar-2025 05:00 PM,1.0,ICICI BANK,Construction of Compound Wall at PHC Radho under Udala Block.,Construction of Compound Wall at PHC Radho under Udala Block.,Please refer Tender documents. ,NA ,"16,81,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"S.E.R.W.Division, Baripada",No ,No,"16,810",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,17 (Online)/RWD/BPD/2024-25,2025_CERWI_111227_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_111227_4,17 (Online)/RWD/BPD/2024-25,Construction of Compound Wall at PHC Radho under Udala Block.,A.K.Nayak,Internal,,Dibyamayee Behera,02-May-2025 11:10 AM,finsummary_531789.pdf (784.11 KB),Finance,27nos bidders participated,Dibyamayee Behera,01-May-2025 12:28 PM,finance_531789.pdf,BOQ Comparative Chart,1.0,2848678.0,SUSHANTA BEHERA,INR,"1,428,880",1,2846310,BASANTI BEHERA,06-Mar-2025 09:46 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,11-Jun-2025,"INR 1,428,880",60.0,Rajesh Pradhan,11-Jun-2025 06:21 PM,17.pdf (398.00 KB),A.K.Nayak,Internal,,Dibyamayee Behera,02-May-2025 10:19 AM,techsummary_531789.pdf (784.11 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2847684,BHABESH NAYAK,09-Mar-2025 06:34 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2848096,BIVASH KUMAR ROUT,10-Mar-2025 02:32 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2847743,DIBYAJYOTI JENA,09-Mar-2025 12:12 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2846375,KAMALAKANTA DEHURI,09-Mar-2025 11:54 AM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2846808,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",07-Mar-2025 06:34 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2845049,PRADIPTA KISHORE DAS,10-Mar-2025 01:09 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2845812,PRAKASH CHANDRA BEHERA,08-Mar-2025 05:52 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2847869,PRAMOD KUMAR GIRI,09-Mar-2025 02:44 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2846107,PRAMOD PARIDA,08-Mar-2025 12:04 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2845518,PRIYAMBADA DAS,09-Mar-2025 11:52 AM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2848079,Priyanka Nayak,09-Mar-2025 08:19 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2848692,RAJASHREE BEHERA,10-Mar-2025 12:42 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2846385,REENARANI BEHERA,08-Mar-2025 02:00 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2846384,RUDRA NARAYAN PALATA,08-Mar-2025 12:42 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2847052,SABITA MALLICK,08-Mar-2025 02:42 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2846302,SANATAN JENA,06-Mar-2025 07:59 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 06:21 PM,,,,,,,,,,,,,AOC
