Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Superintending Engineer,"O/O the SE, M.I. Division, Malkangiri",1.0,ICICI BANK,06-Mar-2025 10:00 AM,17-Mar-2025 11:00 AM,06-Mar-2025 10:00 AM,16-Mar-2025 05:00 PM,06-Mar-2025 10:00 AM ,15-Mar-2025 05:00 PM ,06-Mar-2025 10:00 AM,16-Mar-2025 05:00 PM,Improvement to MI Tank at MV-72,Improvement to MI Tank at MV-72 in Kalimela Block of Malkangiri District under ERM.,Refer DTCN ,NA ,"7,37,553",Civil Works - Water Works,NA ,Tender,90.0,60.0,MV-72,764047.0,NA ,NA ,NA ,"O/O the SE, M.I. Division, Malkangiri",No ,No,"4,000",0.0,Nil,Nil,No,"7,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN CARD, Active GSTIN, Affidavit, Valid License, No Relation Certificate, Price Preference","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDMKG-07/2024-25,2025_CEMIB_111271_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,20-Jun-2025,"INR 626,993.54",60.0,Nihar Ranjan Behera,20-Jun-2025 05:28 PM,4.pdf (425.00 KB),1,2856541,ANIMESH MONDAL,16-Mar-2025 01:35 PM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,Superintending Engineer,Internal,Superintending Engineer Asst. Engineer (Estr.) Divisional Account Officer,Nihar Ranjan Behera,20-Jun-2025 04:40 PM,techsummary_531942.pdf (883.10 KB),Superintending Engineer,Internal,Superintending Engineer Asst. Engineer (Estr.) Divisional Account Officer,Nihar Ranjan Behera,20-Jun-2025 04:49 PM,finsummary_531942.pdf (883.10 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_111271_4,SEMIDMKG-07/2024-25,Improvement to MI Tank at MV-72,1.0,2856011.0,JUTIKARANI MANDAL,INR,"626,993.54",Finance,Tender Opened,Nihar Ranjan Behera,20-Jun-2025 04:34 PM,,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,2,2854967,BIBEK KUMAR DEURI,16-Mar-2025 08:23 AM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2854266,BIKRAM MONDAL,15-Mar-2025 08:29 PM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2855081,BISWAJIT DHALI,16-Mar-2025 11:21 AM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2855915,BISWAJIT SARDAR,15-Mar-2025 09:04 PM,Rejected-Technical,Not Qualified,20-Jun-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2855323,CHANDANA BALA,15-Mar-2025 08:19 AM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2856856,DIPTI BAUL,16-Mar-2025 04:35 PM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2852524,GOPAL BHADRA,13-Mar-2025 06:11 PM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2856011,JUTIKARANI MANDAL,15-Mar-2025 11:27 PM,Accepted-AOC,Winner in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2856037,NITAI CHANDRA BISWAS,16-Mar-2025 10:29 AM,Rejected-AOC,Unsuccessful in Lottery,20-Jun-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
