Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er Pravash Kumar Majhi,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,25-Sep-2024 12:39 PM,techsummary_505511.pdf (893.95 KB),1,2539857,ALISHA,05-Sep-2024 01:32 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,18-Jun-2025,"INR 998,710",60.0,Debendra Kumar Behera,18-Jun-2025 06:26 PM,2024_EICCL_104437_7A.PDF (737.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 29.10.2024 to complete the work by 28.12.2024 in all respect,Finance,11nos bids received,Pravas Kumar Majhi,10-Sep-2024 12:21 PM,,BOQ Comparative Chart,1.0,2540242.0,SIGN MEDIA ELECTRONICS,INR,"998,710",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2024_EICCL_104437_7,SE CTC (RandB)-15 of 2024-25,"Supply and installation of LED base Glow Sign Board at SCB College of Nursing (Odia and English letter, Red Colour Letter_36inch Ht) and (Govt of Odisha Logo and Nursing College Logo_36inch Ht) with 14 feet x70 feet MS Angle Structure Frame",Er Prabhas Kumar Majhi SE,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,18-Jun-2025 06:23 PM,finsummary_505511.pdf (744.95 KB),AOC,"11,800",Yes,fixed,,Nil,Nil,27-Aug-2024 10:00 AM,06-Sep-2024 11:00 AM,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,NA ,NA ,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-15 of 2024-25,2024_EICCL_104437_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Supply and installation of LED base Glow Sign Board at SCB College of Nursing (Odia and English letter, Red Colour Letter_36inch Ht) and (Govt of Odisha Logo and Nursing College Logo_36inch Ht) with 14 feet x70 feet MS Angle Structure Frame",E.I. Works,As per DTCN ,NA ,"11,74,815",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,AOC
,,,,,,2,2541468,DEEPAK KUMAR KHATUA,05-Sep-2024 03:15 PM,Rejected-AOC,Rejected,18-Jun-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2541412,MG FUTURISTIC PRODUCTS,05-Sep-2024 04:12 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2541301,M/S DARK EYE ENTERPRISERS,05-Sep-2024 11:32 AM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2541297,M/S GANGA ELECTRIC,05-Sep-2024 04:31 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2538507,M/S SATYAM ELECTRICALS(PROP. PRADEEP KUMAR MOHANTY),04-Sep-2024 03:29 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2539808,ONE STEP SOLUTIONS,02-Sep-2024 05:43 PM,Rejected-AOC,Rejected,18-Jun-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2539861,RABINDRA KUMAR JENA,05-Sep-2024 02:15 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2538303,SASHANKA SEKHAR PRADHAN,05-Sep-2024 12:13 PM,Rejected-AOC,Rejected,18-Jun-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2540242,SIGN MEDIA ELECTRONICS,03-Sep-2024 01:29 PM,Accepted-AOC,Accepted,18-Jun-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
