Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","ACE,RBB-10/2024-25",2025_CEBMB_109523_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Contractor RC,",18-Jan-2025 10:00 AM,04-Feb-2025 11:30 AM,18-Jan-2025 10:00 AM,03-Feb-2025 05:00 PM,18-Jan-2025 10:00 AM ,27-Jan-2025 05:00 PM ,18-Jan-2025 10:00 AM,03-Feb-2025 05:00 PM,13-Mar-2025 11:30 AM,"10,000",0.0,Nil,Nil,No,"3,61,000",Yes,fixed,,Nil,Nil,"Additional CE, RB Basin, Berhampur","Office of the Additional CE, RB Basin Berhampur PIN 760004",1.0,ICICI BANK,Improvement to Service Road of Rushikulya Main Canal from RD 82.60Km. to 86.20Km. and 15th Distributary from RD 1.00Km. to RD 11.70Km. and 16th Distributary from RD 0.00Km. to RD 4.00Km. of Rushikulya Irrigation System.,Improvement to Service Road of Rushikulya Main Canal from RD 82.60Km. to 86.20Km. and 15th Distributary from RD 1.00Km. to RD 11.70Km. and 16th Distributary from RD 0.00Km. to RD 4.00Km. of Rushikulya Irrigation System.,Please refer Tender documents. ,NA ,"3,60,49,801",Civil Works - Others,NA ,Tender,90.0,330.0,Chhatrapur,761020.0,NA ,NA ,NA ,"Office of the Additional CE, RB Basin, Berhampur",No ,No,AOC,Technical,Downloaded Successfully,Rajib Kumar Pandit,12-Mar-2025 05:38 PM,,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur",2025_CEBMB_109523_1,"ACE,RBB-10/2024-25",Improvement to Service Road of Rushikulya Main Canal from RD 82.60Km. to 86.20Km. and 15th Distributary from RD 1.00Km. to RD 11.70Km. and 16th Distributary from RD 0.00Km. to RD 4.00Km. of Rushikulya Irrigation System.,"Rajib Kumar Pandit, Addl.CE",Internal,,Rajib Kumar Pandit,07-Apr-2025 12:32 PM,finsummary_526257.pdf (1177.82 KB),1.0,2776395.0,SURYA NARAYAN SAHU,INR,"30,645,936",1,2793768,Ashis Kumar Sahu,02-Feb-2025 03:51 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,23-Apr-2025,"INR 30,645,936",330.0,Rajib Kumar Pandit,26-Jun-2025 05:20 PM,AOC82.pdf (874.00 KB),"This work is awarded to Suryanarayan Sahu, vide agreement No. 06 P1 of 2025-26 of Berhampur Irrigation Division, Berhampur","Rajib Kumar Pandit, Addl.CE",Internal,,Rajib Kumar Pandit,12-Mar-2025 05:43 PM,13-Mar-2025 11:30 AM,techsummary_526257.pdf (692.91 KB),Finance,Downloaded Successfully,Rajib Kumar Pandit,05-Apr-2025 05:38 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit under taking, declaring no Relationship with Department officials",,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2794413,CHANDAN PRASAD PADHY,03-Feb-2025 12:38 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,And any other documents as per SBD and DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2787758,CHINMAY NAYAK,29-Jan-2025 08:49 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2794294,Ganesh Kumar Brahma,03-Feb-2025 08:24 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2792599,Jagannath Mohanty,01-Feb-2025 01:40 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2794321,Kameswar Pradhan,03-Feb-2025 09:43 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2787887,K.Rabinarayan Das,03-Feb-2025 10:44 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2791158,Lipsa Rani Patra,01-Feb-2025 11:12 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2789552,Mangi Iswar Reddy,31-Jan-2025 11:54 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2794777,NILACHAKRA CONSTRUCTIONS,03-Feb-2025 01:50 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,AOC
