Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
EO,Internal,,Soumya Ranjan Mishra,19-Jun-2025 04:03 PM,techsummary_536197.pdf (267.22 KB),1,2896063,ASHOK KUMAR DAS,26-Apr-2025 07:06 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,19-Jun-2025,"INR 931,695",90.0,Soumya Ranjan Mishra,19-Jun-2025 04:13 PM,wosl8.pdf (609.00 KB),1.0,2895076.0,JAGANNATH BEHERA,INR,"792,033",Finance,"The tender has been opened in presence of EO,ME,JE,Dealing asst in choudwar municipality",Patitapaban Pattnayak,30-Apr-2025 11:03 AM,finance_536197.pdf,BOQ Comparative Chart,EO,Internal,,Soumya Ranjan Mishra,19-Jun-2025 04:10 PM,finsummary_536197.pdf (661.07 KB),Municipal Bodies||Choudwar Municipality,2025_ORULB_112370_8,ChM-01/2025-26,Construction of paver road from Ardhendu Mohanty res towards Gayatri Temple in Housing Board Colony phase i in Ward no 19 of choudwar municipality,AOC,Executive Officer,Choudwar Municipality,"4,720",0.0,Nil,Nil,No,1.0,ICICI BANK,"9,316",Yes,fixed,,Nil,Nil,Municipal Bodies||Choudwar Municipality,ChM-01/2025-26,2025_ORULB_112370_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver road from Ardhendu Mohanty res towards Gayatri Temple in Housing Board Colony phase i in Ward no 19 of choudwar municipality,Construction of paver road from Ardhendu Mohanty res towards Gayatri Temple in Housing Board Colony phase i in Ward no 19 of choudwar municipality,Please refer Tender documents. ,NA ,"9,31,695",Civil Works - Others,NA ,Tender,60.0,NA ,Choudwar,756071.0,NA ,NA ,NA ,Executive Officer Choudwar Municipality,No ,No,15-Apr-2025 11:00 AM,29-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,AOC
,,,,,,2,2898276,ASHOK KUMAR NAIK,28-Apr-2025 03:16 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As Per BOQ,AOC
,,,,,,3,2897541,BABULI BIRUA,28-Apr-2025 11:23 AM,Rejected-Finance,L2 IN LOTTERY PROCESS,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2889447,BALARAM BEHERA,20-Apr-2025 02:31 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2891925,DIPAK KUMAR PRUSTY,22-Apr-2025 07:57 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2896134,GANESH CHANDRA BEHERA,27-Apr-2025 12:15 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2897737,HIMANSHU KUMAR BEHERA,28-Apr-2025 12:26 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2895076,JAGANNATH BEHERA,26-Apr-2025 10:44 AM,Accepted-AOC,L1 IN LOTTERY PROCESSS,19-Jun-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2895723,KAMAL BEHERA,26-Apr-2025 03:44 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2895650,MAHESWAR BHOI,26-Apr-2025 01:43 PM,Rejected-Finance,REJECT,19-Jun-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
