S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2621432.0,Superior Construction Private Limited,INR,"62,096,091",Santosh Kumar Behera,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,29-Jun-2025 01:30 PM,finsummary_511780.pdf (96.61 KB),Technical,Bid opening summary,Manoranjan Biswal,29-Nov-2024 07:50 PM,technical_511780.pdf,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,2024_EICCL_106006_3,CCEKC - 18/ 2024-25,Construction of 4 lane road from TCI chowk to Balughat (Ch-237/100 to 240/250 Km) in the District of Sundargarh for the year 2024-25,Finance,Bid opening summary,Manoranjan Biswal,26-Dec-2024 12:33 PM,finance_511780.pdf,BOQ Comparative Chart,Narayan Patel,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Manoranjan Biswal,25-Dec-2024 06:09 PM,26-Dec-2024 11:30 AM,techsummary_511780.pdf (1006.07 KB),29-Jun-2025,"INR 62,096,091",330.0,Santosh Kumar Behera,29-Jun-2025 01:36 PM,AOC_TCIChowktoBalughat.pdf (1834.00 KB),1st Lowest Bidder Winner of Lottery,1,2623095,CHAKADOLA CONSTRUCTION (P) LTD,28-Nov-2024 11:05 AM,Rejected-Finance,3rd Lowest Bidder,29-Jun-2025 01:30 PM,AOC,"7,30,500",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CCE Keonjhar (R and B) Circle,"O/o the CCE Keonjhar (R and B) Circle, Keonjhar-758001",1.0,7th Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender paper Cost and EMD,PAN,GSTIN,Contractor RC,Affidavit.",24-Oct-2024 06:55 PM,29-Nov-2024 11:30 AM,24-Oct-2024 06:55 PM,28-Nov-2024 04:00 PM,NA ,NA ,24-Oct-2024 06:55 PM,28-Nov-2024 04:00 PM,26-Dec-2024 11:30 AM,Construction of 4 lane road from TCI chowk to Balughat (Ch-237/100 to 240/250 Km) in the District of Sundargarh for the year 2024-25,Construction of 4 lane road from TCI chowk to Balughat (Ch-237/100 to 240/250 Km) in the District of Sundargarh for the year 2024-25,Please refer Tender Documents ,NA ,"7,30,46,000",Civil Works - Roads,NA ,Tender,90.0,330.0,Rourkela,769012.0,NA ,NA ,NA ,O/o the CCE Keonjhar (R and B) Circle,No ,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,CCEKC - 18/ 2024-25,2024_EICCL_106006_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2628487,Golak Prasad Mohapatra,07-Nov-2024 02:34 PM,Rejected-Finance,Looser of Lottery,29-Jun-2025 01:30 PM,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2671681,GOURAV CONSTRUCTION,28-Nov-2024 03:41 PM,Rejected-Finance,Looser of Lottery,29-Jun-2025 01:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2625987,MANJU ACHARYA,16-Nov-2024 01:09 PM,Rejected-Finance,2nd Lowest Bidder,29-Jun-2025 01:30 PM,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2623883,NAROTTAM SAMAL,07-Nov-2024 01:34 PM,Rejected-Technical,As per decision of technical evaluation committee,25-Dec-2024 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2618082,RAMESH KUMAR JENA,12-Nov-2024 01:45 PM,Rejected-Finance,3rd Lowest Bidder,29-Jun-2025 01:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2624262,SAPNESWAR CONSTRUCTION PRIVATE LIMITED,19-Nov-2024 02:42 PM,Rejected-Finance,Looser of Lottery,29-Jun-2025 01:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2621432,Superior Construction Private Limited,05-Nov-2024 10:12 PM,Accepted-AOC,1st Lowest Bidder Winner of Lottery,29-Jun-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
