Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Finance,open,Purna Chandra Mahanta,03-Dec-2024 01:06 PM,finance_508168.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Purna Chandra Mahanta,20-Nov-2024 01:21 PM,20-Nov-2024 02:00 PM,techsummary_508168.pdf (3683.56 KB),24-Jun-2025,"INR 356,410",45.0,Ramesh Chandra Nayak,24-Jun-2025 03:02 PM,wo8.pdf (484.00 KB),Contact value including GST,1,2591870,BINOD KUMAR JENA,24-Oct-2024 11:44 AM,Accepted-AOC,Lowest,24-Jun-2025 03:03 PM,1.0,2591870.0,BINOD KUMAR JENA,INR,"356,410",Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Jun-2025 03:01 PM,finsummary_508168.pdf (840.13 KB),Municipal Bodies||Barbil Municipality,2024_ORULB_105326_8,2688/BBL MPLTY,"Improvement of road from Sanjay Karua house to Dharmu Karua house, Damu hutting, Ward No.14 (Balance work)",Technical,open,Purna Chandra Mahanta,25-Oct-2024 05:42 PM,technical_508168.pdf,AOC,"2,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Detail Tender call Notice,"3,270",Yes,percentage,1.0%,Nil,Nil,"Improvement of road from Sanjay Karua house to Dharmu Karua house, Damu hutting, Ward No.14 (Balance work)","Improvement of road from Sanjay Karua house to Dharmu Karua house, Damu hutting, Ward No.14 (Balance work)",Please refer Tender documents. ,NA ,"3,27,000",Civil Works - Roads,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality office,No ,No,1,ICICI BANK,Municipal Bodies||Barbil Municipality,2688/BBL MPLTY,2024_ORULB_105326_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-Oct-2024 10:00 AM,25-Oct-2024 11:00 AM,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,NA ,NA ,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,20-Nov-2024 02:00 PM,Executive officer Barbil Municipality,Executive officer Barbil Municipality,AOC
,,,,,,,,,,,,,,,,,,,,2,2591869,PRADEEP NAIK,24-Oct-2024 10:36 AM,Rejected-Finance,Second,24-Jun-2025 03:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
