Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
23-Jun-2025,"INR 39,715,115",240.0,Naran Murmu,23-Jun-2025 02:04 PM,BanamalipurBhatasahiAgmtDetails.pdf (1299.00 KB),"Work order letter No.2022 dtd.20.05.2025 and Agmt No.04 P1 of 2025-26 dtd.20.05.2025 of Executive Engineer, Rural Works Division-II, Nayagarh",CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_109057_17,Tender Online C.C-25 of 2024,Construction of road from Banamalipur to Bhatasahi road under MMSY-TRIP in the Dist. of Nayagarh for the year 2024-25,1.0,2778590.0,ANTARYAMI SAHOO,INR,"39,715,115",1,2778590,ANTARYAMI SAHOO,27-Jan-2025 01:44 PM,Accepted-AOC,Accepted,23-Jun-2025 02:05 PM,Technical,6 nos bidder participated in the tender,Kumari Suvalaxmi,02-Feb-2025 12:09 PM,,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivision Puri SrDAORWDivisionII Nayagarh PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Naran Murmu,23-Jun-2025 02:00 PM,finsummary_523746.pdf (252.77 KB),Finance,5 nos bidder qualified in the tender,Mausumi Mishra,20-Mar-2025 08:49 PM,,BOQ Comparative Chart,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivision Puri SrDAORWDivisionII Nayagarh PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,14-Mar-2025 12:35 PM,20-Mar-2025 05:00 PM,techsummary_523746.pdf (2413.02 KB),AOC,Construction of road from Banamalipur to Bhatasahi road under MMSY-TRIP in the Dist. of Nayagarh for the year 2024-25,Construction of road from Banamalipur to Bhatasahi road under MMSY-TRIP in the Dist. of Nayagarh for the year 2024-25,Please refer Tender documents. ,NA ,"4,67,18,169",Civil Works - Roads,NA ,Tender,90.0,240.0,Nayagarh,752070.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,"4,67,182",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,ChiefConstructionEngineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",1.0,Other Corrigendum,Other,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-25 of 2024,2025_CERWI_109057_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,21-Jan-2025 06:55 PM,29-Jan-2025 11:00 AM,21-Jan-2025 06:55 PM,28-Jan-2025 05:00 PM,NA ,NA ,21-Jan-2025 06:55 PM,28-Jan-2025 05:00 PM,20-Mar-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,2,2784069,DIBYASUNDAR SAHOO,28-Jan-2025 04:26 PM,Rejected-Finance,Other than winner of the transparent lottery system,23-Jun-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2778861,JIMENDRA KUMAR BEHERA,28-Jan-2025 11:14 AM,Rejected-Finance,Other than winner of the transparent lottery system,23-Jun-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2781712,MS SAI PRACHYA CONSTRUCTIONS,28-Jan-2025 12:41 PM,Rejected-Technical,As per Clause No.2.1(1) of the Eligibility Criteria of General Instructions To the Tenderers of the DTCN (Suppression of facts),14-Mar-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2781409,NARENDRA PRADHAN,28-Jan-2025 10:57 AM,Rejected-Finance,Other than L1,23-Jun-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2781765,PRASANTA KUMAR DASH,27-Jan-2025 08:35 PM,Rejected-Finance,Other than winner of the transparent lottery system,23-Jun-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
