Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Improvement of road (BT) road from Bharati cycle store to KBK sports via Hanuman mandir in Ward No 9,Improvement of road (BT) road from Bharati cycle store to KBK sports via Hanuman mandir in Ward No 9,Please refer Tender documents. ,NA ,"16,95,030",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,"17,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC,CHAIRPERSON,Mixed,,Pratik Rath,25-Jun-2025 05:16 PM,finsummary_540468.pdf (1957.09 KB),CHAIRPERSON,Internal,,Pratik Rath,25-Jun-2025 05:11 PM,techsummary_540468.pdf (1957.09 KB),25-Jun-2025,"INR 1,440,989.29",30.0,Pratik Rath,25-Jun-2025 05:19 PM,46proceeding.pdf (1957.00 KB),1,2931787,AKASH AGRAWAL,28-May-2025 02:22 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,1.0,2941285.0,Priyabrata Patra,INR,"1,440,989.29",Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_44,BPM/02/2025-26,Improvement of road (BT) road from Bharati cycle store to KBK sports via Hanuman mandir in Ward No 9,Finance,accepted,BANAMALI MEHER,01-Jun-2025 02:32 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2934440,BANAMALI NAIK,29-May-2025 02:09 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2934836,GOPAL CHANDRA MUND,27-May-2025 07:57 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2940224,HARI SHANKAR PATNAIK,29-May-2025 11:34 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2933049,LAXMIPRIYA SABAR,27-May-2025 09:11 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2941285,Priyabrata Patra,30-May-2025 06:41 AM,Accepted-AOC,AWARDED,25-Jun-2025 05:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2931187,PUSPANJALI BABU,25-May-2025 08:37 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2941013,SAILEE AGRAWAL,29-May-2025 08:38 PM,Rejected-AOC,L2,25-Jun-2025 05:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2939764,SAILESH KUMAR,29-May-2025 09:57 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2943379,SUBRATA KUMAR PANDA,30-May-2025 03:05 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,2939873,TAPAN KUMAR MUND,29-May-2025 10:34 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,2937601,TRINATH HARPAL,29-May-2025 12:09 PM,Rejected-Finance,L3,25-Jun-2025 05:16 PM,,,,,,,,,,,,,,,,AOC
