EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,779",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,30-Dec-2024 06:55 PM,07-Jan-2025 11:00 AM,30-Dec-2024 06:55 PM,06-Jan-2025 04:00 PM,30-Dec-2024 06:55 PM ,06-Jan-2025 02:00 PM ,30-Dec-2024 06:55 PM,06-Jan-2025 04:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 06 of 2024-25,2024_CERWI_108869_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN06 of 24-25,Superintending Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak",S/R to Charampa - Dungura Road to Banitia for the Year 2024-25,Repairs of Roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"6,77,937",Civil Works - Roads,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superintending Engineer, R.W.Division, Bha",No ,No,1.0,ICICI BANK,AOC,Executive Engineer,Internal,,Kanan Pradhan,16-May-2025 01:02 PM,finsummary_522639.pdf (129.69 KB),Executive Engineer,Internal,,Kanan Pradhan,16-May-2025 10:40 AM,techsummary_522639.pdf (129.69 KB),30-Jun-2025,"INR 576,314",30.0,Kanan Pradhan,30-Jun-2025 11:37 AM,1224.pdf (1653.00 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2024_CERWI_108869_10,TCN 06 of 2024-25,S/R to Charampa - Dungura Road to Banitia for the Year 2024-25,1.0,2731264.0,Gobinda Chandra Sahoo,INR,"576,314",1,2732245,Basanta Kumar Barik,06-Jan-2025 03:04 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,Finance,Total 11 nos Bidder,Kanan Pradhan,15-May-2025 11:49 AM,finance_522639.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2729322,Bhanumati Prusti,06-Jan-2025 02:41 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2732173,Dayanidhi Mohapatra,06-Jan-2025 02:06 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2731359,GOBINDA CHANDRA JENA,06-Jan-2025 10:56 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2731264,Gobinda Chandra Sahoo,06-Jan-2025 09:10 AM,Accepted-AOC,Successful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2730983,Harish Chandra Behera,05-Jan-2025 08:19 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2730036,IPSITA MOHAPATRA,05-Jan-2025 12:00 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2731503,Litu Mohapatra,06-Jan-2025 11:41 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2730764,SANATAN KHILAR,05-Jan-2025 06:16 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2732480,SATYABRATA SETHY,06-Jan-2025 03:47 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system,30-Jun-2025 11:37 AM,,,,,,,AOC
