Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Superintending Engineer,"O/O SE (RandB) Division, Sonepur","68,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,SE/R AND B/ SNPR / 15 / 2024-25,2025_EICCL_110700_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of C Type Quarter for CDM and PHO, Sonepur in the District of Subarnapur under State Plan diromg the uear 2024-25","Construction of C Type Quarter for CDM and PHO, Sonepur in the District of Subarnapur under State Plan diromg the uear 2024-25",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,240.0,Sonepur,767017.0,"O/O SE (RandB) Division, Sonepur ","O/O SE (RandB) Division, Sonepur ",26-Feb-2025 11:00 AM ,Sonepur,No ,No,"10,000",0.0,Nil,Nil,No,15-Feb-2025 10:00 AM,01-Mar-2025 11:00 AM,15-Feb-2025 10:00 AM,28-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,24-Feb-2025 05:00 PM ,15-Feb-2025 10:00 AM,28-Feb-2025 05:00 PM,23-Apr-2025 10:40 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost (Online), EMD (online), GST Certificate, PAN Contractor RC",AOC,Technical,12 nos. bidders are participate and all are admitted,Rudra Narayan Behera,01-Mar-2025 05:20 PM,technical_530245.pdf,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,2025_EICCL_110700_2,SE/R AND B/ SNPR / 15 / 2024-25,"Construction of C Type Quarter for CDM and PHO, Sonepur in the District of Subarnapur under State Plan diromg the uear 2024-25","A. Sahoo, SE",Internal,"A. Kumar, DAO, R. N. Behera, JE (Estimator)",Rudra Narayan Behera,30-Jun-2025 08:27 PM,finsummary_530245.pdf (152.09 KB),1.0,2839422.0,SATYA NARAYAN MISHRA,INR,"5,817,480.784",1,2837965,ASHIRBAD NANDA,25-Feb-2025 09:24 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,30-Jun-2025,"INR 5,817,480.784",240.0,Rudra Narayan Behera,30-Jun-2025 08:31 PM,wo.pdf (270.00 KB),Work Order,"A. Sahoo, SE",Internal,"A. Kumar, DAO, B. Das, AE (Estimator)",Rudra Narayan Behera,23-Apr-2025 10:34 AM,23-Apr-2025 10:40 AM,techsummary_530245.pdf (340.57 KB),Finance,10 nos. bidders are participate and all are admitted,Rudra Narayan Behera,23-Apr-2025 05:45 PM,finance_530245.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD / DTCN",AOC,,,,,,,,,,,,,,,,,,,,,2,2841422,Babulu Naik,28-Feb-2025 01:40 PM,Rejected-Technical,Non submission of work experiance,23-Apr-2025 10:34 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,3,2837245,BHUBANESWAR MEHER,25-Feb-2025 10:05 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2837976,GOBINDA DAS TARAI,27-Feb-2025 05:42 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2841077,Minakshi Mishra,28-Feb-2025 04:36 PM,Rejected-Technical,Non submission of B Class License and Work Experiance,23-Apr-2025 10:34 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2838909,NARASINGH CHARAN DASH,28-Feb-2025 03:12 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2841568,Sagarika Mahapatra,28-Feb-2025 03:12 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2840890,SAMIR KUMAR THANAPATI,27-Feb-2025 09:03 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2839422,SATYA NARAYAN MISHRA,27-Feb-2025 08:37 AM,Accepted-AOC,Awarded for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2841343,SRIKANTA MAHAKUD,28-Feb-2025 01:03 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 08:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
