S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"LICENSE, PAN, GST, EXPERIENCE, TOOLS AND PLANTS, ALL DOCUMENTS AS PER DTCN","62,000",Yes,fixed,,Nil,Nil,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPC/SS/SNG/11,2025_OPEPA_111796_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,DPC SS SNG,DPO SS SUNDARGARH,21-Mar-2025 09:00 AM,11-Apr-2025 05:30 PM,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,21-Mar-2025 09:00 AM ,11-Apr-2025 05:00 PM ,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,24-Apr-2025 01:25 PM,"10,000",Nil,Nil,No,Infrastructure development of KALIJAPATHAR(M) PRIMARY SCHOOL under KUTRA,Infrastructure development of KALIJAPATHAR(M) PRIMARY SCHOOL under KUTRA,Please refer Tender documents. ,NA ,"61,35,846",Civil Works - Buildings,NA ,Tender,90.0,330.0,SUNDARGARH,770001.0,NA ,NA ,NA ,DPO SS SUNDARGARH,No ,No,AOC,DPC SS SNG,Internal,,Amulya Kumar Pradhan,08-Jun-2025 11:41 AM,finsummary_533800.pdf (370.18 KB),Technical,TECH,Biswamanohar Subudhi,24-Apr-2025 12:37 PM,technical_533800.pdf,DPC SS SNG,Internal,,Biswamanohar Subudhi,24-Apr-2025 01:20 PM,24-Apr-2025 01:25 PM,techsummary_533800.pdf (369.49 KB),Finance,SUMMERY,Amulya Kumar Pradhan,24-Apr-2025 03:06 PM,finance_533800.pdf,BOQ Comparative Chart,1.0,2880453.0,HEMANTA KISHAN,INR,"5,216,081.86",OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,2025_OPEPA_111796_10,DPC/SS/SNG/11,Infrastructure development of KALIJAPATHAR(M) PRIMARY SCHOOL under KUTRA,1,2876746,ANIL KUMAR PUJARI,08-Apr-2025 10:50 AM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,09-Jun-2025,"INR 5,216,081.86",330.0,Amulya Kumar Pradhan,08-Jun-2025 11:46 AM,11179610.pdf (378.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,ALL DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2882445,"A R INFRA ,PROP-NELSAN KANDULNA",11-Apr-2025 04:08 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2881305,ARUN KUMAR SUNANI,10-Apr-2025 09:01 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2877958,BIDYADHAR SAHOO,07-Apr-2025 01:44 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2882263,BIKRAM BAG,11-Apr-2025 02:14 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873726,DHANESWAR MAJHI,04-Apr-2025 09:14 PM,Rejected-Technical,REJECTED,24-Apr-2025 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2882216,Ganesh Chandra Minz,11-Apr-2025 01:50 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2873707,GANESH ROUT,30-Mar-2025 08:54 PM,Rejected-Technical,REJECTED,24-Apr-2025 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2882511,GOURI SHANKAR LAKRA,11-Apr-2025 04:13 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2880453,HEMANTA KISHAN,10-Apr-2025 11:30 AM,Accepted-AOC,won lottery,08-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2879356,KIRTIMEGHA PARIJA,08-Apr-2025 09:33 PM,Rejected-Technical,REJECTED,24-Apr-2025 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2881887,MD SIFAN NOOR,11-Apr-2025 03:41 PM,Rejected-Technical,REJECTED,24-Apr-2025 01:20 PM,,,,,,,AOC
