Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Fee,"16,850",Yes,fixed,,Nil,Nil,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BHOGRAI Block,04/Bhograi/2024-25,2024_PRBBO_103830_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jul-2024 10:00 AM,09-Aug-2024 11:00 AM,24-Jul-2024 10:00 AM,08-Aug-2024 05:00 PM,24-Jul-2024 10:00 AM ,31-Jul-2024 05:00 PM ,24-Jul-2024 10:00 AM,08-Aug-2024 05:00 PM,Construction of Kalyan Mandap at Village/GP Jayrampur Under Bhograi Block,Civil Construction,Please refer Tender documents. ,NA ,"7,080",Civil Works - Buildings,NA ,Tender,30.0,60.0,Bhograi Block Office,756036.0,NA ,NA ,NA ,Bhograi Block Office,No ,No,B.D.O. Bhograi,Bhograi Block Office,"7,080",Nil,Nil,Yes,1.0,ICICI BANK,AOC,BDO BHOGRAI,Internal,AEE AO SO JE SRA,PAPU BHUYAN,24-Mar-2025 08:15 PM,finsummary_503430.pdf (79.82 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BHOGRAI Block,2024_PRBBO_103830_1,04/Bhograi/2024-25,Construction of Kalyan Mandap at Village/GP Jayrampur Under Bhograi Block,1.0,2519405.0,HEMANGINI NAYAK,INR,"1,560,310",Finance,single tender permission granted from higher office,PAPU BHUYAN,24-Mar-2025 05:10 PM,finance_503430.pdf,BOQ Comparative Chart,19-Jun-2025,"INR 1,560,310",60.0,PAPU BHUYAN,19-Jun-2025 07:33 PM,KMJayrampur.pdf (532.00 KB),Award of contract to hemangini nayak,1.0,2519405.0,HEMANGINI NAYAK,31-Jul-2024 02:37 PM,Accepted-AOC,Award of contract to smt hemangini nayak,19-Jun-2025 07:34 PM,BDO BHOGRAI,Internal,AEE bhograo AO SO JE SRA,PAPU BHUYAN,24-Mar-2025 05:27 PM,techsummary_503430.pdf (406.32 KB),AOC
,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Checklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"GST,PAN and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
