Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Admitted,Sanjukta Kumari Raipatro,30-Oct-2024 11:27 AM,finance_508893.pdf,BOQ Comparative Chart,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,04-Jun-2025 01:21 PM,techsummary_508893.pdf (391.31 KB),04-Jun-2025,"INR 1,760,888.36",90.0,Susanta Dung Dung,04-Jun-2025 01:42 PM,298_207-1.pdf (305.00 KB),As per estimated rate,1,2591934,ASISH KUMAR NAYAK,24-Oct-2024 09:42 AM,Accepted-AOC,Accepted,04-Jun-2025 01:43 PM,Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_207,BeMC (BAM)/ 298/ 2024-2025,"Const of C.C drain, approach road and R.C.C Culvert at Kautuki",1.0,2591934.0,ASISH KUMAR NAYAK,INR,"1,813,716",Commisisoner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,04-Jun-2025 01:35 PM,finsummary_508893.pdf (305.01 KB),AOC,"Const of C.C drain, approach road and R.C.C Culvert at Kautuki","Const of C.C drain, approach road and R.C.C Culvert at Kautuki nagar 2nd lane at W.N-27",Please refer tender documents ,NA ,"17,60,888",Civil Works - Others,NA ,Tender,120.0,90.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",1,ICICI BANK,"17,609",Yes,fixed,,Nil,Nil,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_207,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,2592041,RANJITA TRIPATHY,24-Oct-2024 11:13 AM,Rejected-Finance,Rejected,04-Jun-2025 01:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
