Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
17-Feb-2025 10:00 AM,25-Feb-2025 11:30 AM,17-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,17-Feb-2025 10:00 AM ,21-Feb-2025 04:00 PM ,17-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper",CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender/06/EERWD/BLG-2024-25,2025_CERWI_110759_22,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"4,240",Yes,fixed,,Nil,Nil,"Executive Engineer, Rural Works Division Balliguda","Executive Engineer, Rural Works Division Balliguda",S/R to New Division office Building Balliguda in the District of Kandhamal for the year 2024-25.,S/R to New Division office Building Balliguda in the District of Kandhamal for the year 2024-25.,Please refer Tender documents. ,NA ,"4,23,358",Civil Works - Buildings,NA ,Tender,90.0,60.0,Balliguda/Kandhamal,762103.0,NA ,NA ,NA ,Rural Works Division Balliguda,No ,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,AOC,EE/DAO,Internal,EE/DAO,Srikrushna Sabar,06-Jun-2025 11:41 AM,finsummary_530555.pdf (437.27 KB),EE/DAO,Internal,EE/DAO,Srikrushna Sabar,06-Jun-2025 11:34 AM,techsummary_530555.pdf (437.27 KB),06-Jun-2025,"INR 359,897",60.0,Srikrushna Sabar,06-Jun-2025 11:46 AM,Work.pdf (437.00 KB),"Successful bidder Rajashree Construction, C Class Contractor declared as winner in lottery",CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2025_CERWI_110759_22,Online Tender/06/EERWD/BLG-2024-25,S/R to New Division office Building Balliguda in the District of Kandhamal for the year 2024-25.,1.0,2829688.0,RAJASHREE CONSTRUCTION,INR,"359,897",1,2829293,AKASH KUMAR NAYAK,21-Feb-2025 03:06 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,Finance,"Successful bidder Sri Pitidenga Patamajhi, C Class Contractor declared as winner in lottery",Srikrushna Sabar,06-Jun-2025 11:26 AM,finance_530555.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.pdf,Valid Mail ID and Whatsapp No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2830998,BILARSEN PARASETH,24-Feb-2025 04:47 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2835101,BINAYAK MAHAPATRA,24-Feb-2025 03:17 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2834509,KUMUDINI MAHAPATRA,24-Feb-2025 02:02 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2835276,M/S SANJIB KUMAR MALLA,24-Feb-2025 02:24 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2834317,M/S SARMISTHA PATRA,24-Feb-2025 04:20 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2831926,PINTU NAYAK,24-Feb-2025 01:41 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2828592,Pitidenga Patamajhi,24-Feb-2025 03:46 AM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2832131,PRAKASH CHANDRA NAYAK,23-Feb-2025 11:50 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2833801,PRATIMA ENTERPRISES,24-Feb-2025 02:17 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2829688,RAJASHREE CONSTRUCTION,21-Feb-2025 09:19 PM,Accepted-AOC,"Successful bidder Rajashree Construction, C Class Contractor declared as winner in lottery",06-Jun-2025 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2835653,Ramesh Chandra Nayak,24-Feb-2025 04:37 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2835069,SANJAYA KUMAR DASH,24-Feb-2025 01:48 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2828413,SHASHI BHUSAN PRAHARAJ,23-Feb-2025 04:23 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2827573,SIBA NAYAK,22-Feb-2025 06:13 PM,Rejected-Finance,Unsuccessful bidder,06-Jun-2025 11:41 AM,,,,,,,AOC
