S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,07-Jan-2025 10:00 AM,18-Jan-2025 11:00 AM,07-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,NA ,NA ,07-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,SERWGNP-Online-03/2024-25,2025_CERWI_109142_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,900",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,"Superintending Engineer, R.W. Division,Gunupur","O/o Superintending Engineer, R.W. Division,Gunupur",1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN CARD, LICENCE, AFFIDAVIT",Repair and Maintenance of Ayurvedic Dispensary building at Gudiabandha in the district of Rayagada for the year 2024-25.,Repair and Maintenance of Ayurvedic Dispensary building at Gudiabandha in the district of Rayagada for the year 2024-25.,NA ,NA ,"3,89,992",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gunupur,765022.0,NA ,NA ,NA ,"O/o Superintending Engineer, R.W. Division,Gunupur",No ,No,1.0,Paper cost regarding,Fee,,AOC,Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,06-Jun-2025 09:50 AM,techsummary_524224.pdf (544.66 KB),Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,06-Jun-2025 09:59 AM,finsummary_524224.pdf (544.66 KB),Finance,Tender Open,Amit Prasan Kiro,05-Jun-2025 09:41 AM,finance_524224.pdf,BOQ Comparative Chart,06-Jun-2025,"INR 331,532.31",30.0,Amit Prasan Kiro,06-Jun-2025 10:06 AM,Agreement.PDF (100.00 KB),The qualified bidder selected through transparent lottery system.,1,2757775,Abani Ranjan Panigrahi,17-Jan-2025 12:13 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,1.0,2752404.0,Gopal Krushna Satapathy,INR,"331,532.31",CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,2025_CERWI_109142_10,SERWGNP-Online-03/2024-25,Repair and Maintenance of Ayurvedic Dispensary building at Gudiabandha in the district of Rayagada for the year 2024-25.,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2756537,ALLAPA BISWESWARA RAO,16-Jan-2025 11:03 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2745581,ANANTA KUMAR GOUDO,12-Jan-2025 10:10 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2755916,ASHOK NAIR,16-Jan-2025 03:48 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2755992,BALAJI BAURI (SC),16-Jan-2025 07:52 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2744298,Balaram Panigrahi,14-Jan-2025 08:53 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2759514,BASUDEB DAS,17-Jan-2025 02:22 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2753831,Bighnaraj Barik,16-Jan-2025 10:42 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2753091,BIJAYA KUMAR NAYAK,16-Jan-2025 09:04 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2754917,GOPAL KRUSHNA PANDA,17-Jan-2025 11:58 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
