S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,2752404,Gopal Krushna Satapathy,16-Jan-2025 04:29 PM,Accepted-AOC,Lottery Winner,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,2757319,GOURISANKAR MISHRA,16-Jan-2025 10:35 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,2758580,HUTTASAN APPATO,17-Jan-2025 11:38 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,2744876,JAGADISH PANDA,12-Jan-2025 08:16 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,2755674,JANI VENKATA RAO BAURI,16-Jan-2025 07:04 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,2757670,JAYADEBA PANIGRAHY,17-Jan-2025 12:48 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,2757955,Jeetendra Goudo,17-Jan-2025 11:04 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,2745627,K NAGABHUSANA PATNAIK,16-Jan-2025 10:09 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,2756924,NIRUPAMA TULO,17-Jan-2025 09:23 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,2758019,PRASANT KARKARIA,17-Jan-2025 09:22 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,2756650,PRASANT KUMAR MISHRA,16-Jan-2025 06:56 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,2750380,PRIYANKA PANDA,15-Jan-2025 12:20 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,2750851,RAKESH KUMAR PATRO,15-Jan-2025 12:11 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,2744410,SAMARENDRA BISWAJIT BISWAL,14-Jan-2025 05:16 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,2749028,SANGRAM KESHAR PATNAIK,14-Jan-2025 02:32 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,2757028,SANTOSH DAS,17-Jan-2025 02:52 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,2756883,SATCHIDANANDA PADHI,17-Jan-2025 01:04 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,2745687,Simadri Trinath Rao,13-Jan-2025 08:09 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,2754937,SUNIL KUMAR DASH,16-Jan-2025 05:25 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,2759924,SURESH LABALA,17-Jan-2025 03:30 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,2756298,SURYA DAS,16-Jan-2025 06:56 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,2749460,TIRUPATI PRASAD PANIGRAHI,14-Jan-2025 05:07 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,2754787,TRUPTIRANI SAHU,16-Jan-2025 03:38 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,2746156,VOONA SASHIBHUSAM RAO,13-Jan-2025 05:11 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:06 AM,,,,,,,,,,AOC
