Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Tender cost (Online), EMD (online), GST Certificate, PAN Contractor RC",Construction of 1 No. C Typoe Staff Quarter (Single Storied) in the Premises of ARCS Office at Sonepur under State Plan during the year 2024-25,Construction of 1 No. C Typoe Staff Quarter (Single Storied) in the Premises of ARCS Office at Sonepur under State Plan during the year 2024-25,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,180.0,Sonepur,767017.0,"O/O SE (RandB) Division, Sonepur ","O/O SE (RandB) Division, Sonepur ",26-Feb-2025 05:00 PM ,Sonepur,No ,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,SE/R AND B/ SNPR / 15 / 2024-25,2025_EICCL_110700_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,15-Feb-2025 10:00 AM,01-Mar-2025 11:00 AM,15-Feb-2025 10:00 AM,28-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,24-Feb-2025 11:00 AM ,15-Feb-2025 10:00 AM,28-Feb-2025 05:00 PM,23-Apr-2025 10:15 AM,Superintending Engineer,"O/O SE (RandB) Division, Sonepur","10,000",0.0,Nil,Nil,No,"65,900",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVISION-SONEPUR,2025_EICCL_110700_3,SE/R AND B/ SNPR / 15 / 2024-25,Construction of 1 No. C Typoe Staff Quarter (Single Storied) in the Premises of ARCS Office at Sonepur under State Plan during the year 2024-25,Technical,14 nos. bidders are participate and all are admitted,Rudra Narayan Behera,01-Mar-2025 05:58 PM,technical_530246.pdf,"A. Sahoo, SE",Internal,"A. Kumar, DAO, B. Das, AE (Estimator)",Rudra Narayan Behera,30-Jun-2025 07:49 PM,finsummary_530246.pdf (160.69 KB),1.0,2837974.0,ASHIRBAD NANDA,INR,"5,600,499.787",1,2841237,ABHINABA MAHAPATRA,28-Feb-2025 12:14 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,30-Jun-2025,"INR 5,600,499.787",180.0,Rudra Narayan Behera,30-Jun-2025 07:56 PM,wo.pdf (267.00 KB),work order,"A. Sahoo, SE",Internal,"A. Kumar, DAO, B. Das, AE (Estimator)",Rudra Narayan Behera,23-Apr-2025 10:06 AM,23-Apr-2025 10:15 AM,techsummary_530246.pdf (356.08 KB),Finance,13 nos. bidders are participate and all are admitted,Rudra Narayan Behera,23-Apr-2025 11:37 AM,finance_530246.pdf,BOQ Comparative Chart,AOC
,,.pdf,"Affidavits, undertakings and any other document as per SBD / DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2837974,ASHIRBAD NANDA,25-Feb-2025 09:44 PM,Accepted-AOC,Awarded for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2837247,BHUBANESWAR MEHER,28-Feb-2025 09:42 AM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2837979,GOBINDA DAS TARAI,27-Feb-2025 05:49 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2841079,Minakshi Mishra,28-Feb-2025 04:05 PM,Rejected-Technical,Not submission of B Class License and Work Experiance,23-Apr-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2838926,NARASINGH CHARAN DASH,28-Feb-2025 03:16 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2834419,RAJAT KUMAR AGRAWAL,26-Feb-2025 07:31 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2841587,Sagarika Mahapatra,28-Feb-2025 03:18 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2837041,SAMBHU PRASAD AGRAWALLA,26-Feb-2025 09:01 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2840896,SAMIR KUMAR THANAPATI,27-Feb-2025 09:10 PM,Rejected-AOC,Rejected for lottery system,30-Jun-2025 07:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
