Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"RC,GST,PAN,Affidavit and other Relevant documents as per DTCN clauses",1.0,Date extension,Date,,01-Nov-2024 10:00 AM,19-Nov-2024 11:30 AM,01-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,01-Nov-2024 10:00 AM ,18-Nov-2024 01:00 PM ,01-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,02-Jan-2025 01:00 PM,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH07/2024-25,2024_EICCL_106149_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE Boudh R and B Division Boudh,Office of the SE Boudh R and B Division Boudh,Construction Of Paddy Procurement Center In Odisha At Khajuripada in the district of Boudh,Composite work,Please refer tender documents ,NA ,"85,84,418",Civil Works - Buildings,NA ,Tender,90.0,90.0,Boudh,762014.0,NA ,NA ,NA ,Office of the SE Boudh R and B Division Boudh,No ,No,1.0,ICICI BANK,"85,900",Yes,fixed,,Nil,Nil,AOC,Sandeep Ku Chhualsingh,Internal,SE DAO EST,Lingaraj Sethi,30-Apr-2025 11:59 AM,finsummary_513188.pdf (914.78 KB),Technical,11 nos bidder paticipated,Lingaraj Sethi,31-Dec-2024 12:35 PM,technical_513188.pdf,Pravat Kumar Das,Internal,SE DAO EST,Lingaraj Sethi,02-Jan-2025 12:53 PM,02-Jan-2025 01:00 PM,techsummary_513188.pdf (299.42 KB),Finance,11 Nos. bidder participated,Pravat Kumar Das,03-Jan-2025 10:20 AM,finance_513188.pdf,BOQ Comparative Chart,1,2647747,ASHARANI DALAL,16-Nov-2024 09:23 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2024_EICCL_106149_10,SEBDH07/2024-25,Construction Of Paddy Procurement Center In Odisha At Khajuripada in the district of Boudh,1.0,2650648.0,Mukesh Kumar Kudei,INR,"7,297,614",03-Jun-2025,"INR 7,297,614",90.0,Sandeep Kumar Chhualsingh,03-Jun-2025 12:01 PM,2549.pdf (826.00 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2642932,ASHIS KUMAR KARNA,12-Nov-2024 07:41 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2651313,BAIJAYANTI JAGADALA,18-Nov-2024 12:09 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2642771,BIBHUTI PRAKASH MEHER,12-Nov-2024 06:40 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2650816,Lalatendu Satpathy,17-Nov-2024 07:42 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2650648,Mukesh Kumar Kudei,17-Nov-2024 05:48 PM,Accepted-AOC,L1 Bidder,03-Jun-2025 12:01 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2651788,PRADIP KUMAR PRADHAN,18-Nov-2024 02:10 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2651949,PRAKASH RANJAN NAYAK,18-Nov-2024 03:35 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2650418,SAMUKA MEHER,17-Nov-2024 01:27 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2651561,SANGRAM KESHARI MALLIK,18-Nov-2024 02:58 PM,Rejected-Finance,Disqualified,30-Apr-2025 11:59 AM,,,,,,,,,,,,,,,,AOC
