S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2629568.0,SANTOSINI KHATUA,INR,"3,140,279",Finance,09 Nos. bidder participated,Lingaraj Sethi,02-Jan-2025 11:49 AM,finance_513214.pdf,BOQ Comparative Chart,Sandeep Ku Chhualsingh,Internal,SE DAO EST,Lingaraj Sethi,30-Apr-2025 10:40 AM,finsummary_513214.pdf (919.14 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2024_EICCL_106178_2,SEBDH-07/2024-25,Construction Of Paddy Procurement Center In Odisha At Palsagora in the district of Boudh,Pravat Kumar Das,Internal,SE DAO EST,Lingaraj Sethi,02-Jan-2025 12:01 PM,techsummary_513214.pdf (267.72 KB),1,2651679,ABINASH KUDEI,18-Nov-2024 01:40 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,03-Jun-2025,"INR 3,140,279",60.0,Lingaraj Sethi,03-Jun-2025 12:52 PM,2288.pdf (782.00 KB),Qualified,AOC,01-Nov-2024 10:00 AM,19-Nov-2024 11:30 AM,01-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,01-Nov-2024 10:00 AM ,18-Nov-2024 01:00 PM ,01-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,1.0,Date,Date,,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH-07/2024-25,2024_EICCL_106178_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN, Affidavit and other relevant documents as per clauses of DTCN",Construction Of Paddy Procurement Center In Odisha At Palsagora in the district of Boudh,Composite work,Please refer tender documents ,NA ,"36,94,011",Civil Works - Buildings,NA ,Tender,90.0,60.0,Boudh,762014.0,NA ,NA ,NA ,Office of the SE Boudh R and B Division Boudh,No ,No,"37,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SE Boudh R and B Division Boudh,Office of the SE Boudh R and B Division Boudh,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2651874,ALOK KUMAR DANG,18-Nov-2024 02:58 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2643001,ASHIS KUMAR KARNA,12-Nov-2024 08:07 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2642813,BIBHUTI PRAKASH MEHER,12-Nov-2024 06:53 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2652051,BIKASH KUMAR SAHU,18-Nov-2024 04:04 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2651161,DEBADATTA KHAMARI,18-Nov-2024 01:59 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2629568,SANTOSINI KHATUA,12-Nov-2024 08:41 PM,Accepted-AOC,Selected through transparent lottery,03-Jun-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2641097,SRIKANTA MAHAKUD,13-Nov-2024 01:28 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2650268,Sri Sangram Keshari Meher,17-Nov-2024 12:51 PM,Rejected-Finance,Disqualified,30-Apr-2025 10:40 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
