S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"14,84,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Contractor Registration Certificate","Chief Engineer and BM, Mahanadi, Kathajodi System","O/o the EIC, WR, Secha Sadan, Bhubaneswar.",27-Feb-2024 10:00 AM,13-Mar-2024 11:00 AM,27-Feb-2024 10:00 AM,12-Mar-2024 05:00 PM,27-Feb-2024 10:00 AM ,04-Mar-2024 05:00 PM ,27-Feb-2024 10:00 AM,12-Mar-2024 05:00 PM,02-Sep-2024 04:30 PM,"CE-BM,LMB Basin,BBSR",e Procurement Notice No.CEMKS22 of 2023-24,2024_CELBB_101840_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CEMKS NMPD 02 of 2023-24 Raising and strengthening with slope protection work by providing launching and packing of Innayatpur saline embankment from RD 00 Km to 3.00 Km in Astaranga Block of Puri District,Raising and strengthening work of saline embankment.,Please refer Tender documents. ,NA ,"14,84,36,492",Civil Works - Others,NA ,Tender,90.0,548.0,Block - Astaranga District - Puri,752109.0,NA ,NA ,NA ,"Room No.103, Procurement Cell of CE, MKS, BBSR",No ,No,AOC,DC cum ACS DoWR,External,EIC WR EIC Procurement CE BM MKS JS to Govt Finance Deputy Secretary Law FA cum SS to Govt DoWR,Alsa Das,27-May-2025 01:03 PM,finsummary_496712.pdf (1826.98 KB),"CE-BM,LMB Basin,BBSR",2024_CELBB_101840_1,e Procurement Notice No.CEMKS22 of 2023-24,CEMKS NMPD 02 of 2023-24 Raising and strengthening with slope protection work by providing launching and packing of Innayatpur saline embankment from RD 00 Km to 3.00 Km in Astaranga Block of Puri District,Technical,Technical Bid Documents of all the three (03) bidders have been downloaded successfully.,Alsa Das,13-Mar-2024 12:55 PM,technical_496712.pdf,1.0,2471421.0,SIBA PRASAD PARIDA,INR,"126,185,862",10-Jun-2025,"INR 126,185,862",548.0,Dillip Kumar Rout,10-Jun-2025 12:41 PM,AOCInnayatpur.pdf (392.00 KB),Awarded to Sri Siba Prasad Parida vide Agreement No. 01 P1 of 2025-26,1,2472277,BHOOMEE CONDEV PRIVATE LIMITED,09-Mar-2024 02:58 PM,Rejected-Finance,Loser in the Lottery,27-May-2025 01:03 PM,Finance,FB opening Summary,Pravashini Mohanty,02-Sep-2024 04:40 PM,finance_496712.pdf,BOQ Comparative Chart,DC cum ACS DOWR,External,DC cum ACS DOWR EIC WR EIC Procurement EIC PD CEBM MKS Joint SEcretary Finance Deputy Secretary Law FA cum Special Secretary DOWR,Pravashini Mohanty,02-Sep-2024 03:26 PM,02-Sep-2024 04:30 PM,techsummary_496712.pdf (216.01 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2471421,SIBA PRASAD PARIDA,11-Mar-2024 07:30 PM,Accepted-AOC,Awarded vide Agmt No. 01 P1 of 2025-26,10-Jun-2025 12:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2464852,SRIJAGANNATH CONSTRUCTION,02-Mar-2024 04:20 PM,Rejected-Finance,Loser in the Lottery,27-May-2025 01:03 PM,,,,,,,,,,,,,,AOC
