Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Superintending Engineer,"O/o the SE, Jajpur Irrigation Division, Jajpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption","10,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,JJPR-40/24-25 Restoration to 3 Nos left side Godas near village Chandanpur of OAE No 7B on Kharsuan left.,Canal improvement,Please refer Tender documents. ,NA ,"10,79,686",Civil Works - Canal,NA ,Tender,90.0,180.0,Binjharpur,755004.0,NA ,NA ,NA ,"O/o the SE, Jajpur Irrigation Division, Jajpur",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,e-Procurement Notice No.18/ 2024-25,2025_CDJID_111739_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,19-Mar-2025 09:00 AM,02-Apr-2025 11:30 AM,19-Mar-2025 09:00 AM,29-Mar-2025 05:00 PM,19-Mar-2025 09:00 AM ,24-Mar-2025 05:00 PM ,19-Mar-2025 09:00 AM,29-Mar-2025 05:00 PM,AOC,"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Antaryami Mohanty,10-May-2025 01:19 PM,techsummary_533632.pdf (763.05 KB),"Superintending Engineer, Jajpur Irrigation Division Jajpur",Internal,"Estimator and DAO, Jajpur Irrigation Division Jajpur",Ratnakar Dalai,26-Jun-2025 12:37 PM,finsummary_533632.pdf (441.93 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Sarat Chandra Ghadei,03-Apr-2025 05:50 PM,finance_533632.pdf,BOQ Comparative Chart,26-Jun-2025,"INR 917,841.47",180.0,Ratnakar Dalai,26-Jun-2025 12:38 PM,WO18_40.pdf (442.00 KB),Contract Awarded,1.0,2872958.0,LOPAMUDRANAYAK,INR,"917,841.47",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,2025_CDJID_111739_28,e-Procurement Notice No.18/ 2024-25,JJPR-40/24-25 Restoration to 3 Nos left side Godas near village Chandanpur of OAE No 7B on Kharsuan left.,1,2872939,ADHAR KUMAR SAMAL,29-Mar-2025 03:23 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2867764,BHASKAR CHANDRA SAHOO,25-Mar-2025 05:33 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2867715,DEEPAK KUMAR PUHAN,26-Mar-2025 07:20 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2872958,LOPAMUDRANAYAK,29-Mar-2025 01:08 PM,Accepted-AOC,Won the lottery,26-Jun-2025 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2862680,M/S BARADA PRASAD SAMAL,21-Mar-2025 02:03 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873339,NIHAR RANJAN BISWAL,29-Mar-2025 03:22 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2873348,NIRANJAN DAS,29-Mar-2025 03:26 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2870363,PITAMBAR DHAL,27-Mar-2025 11:55 AM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2872307,"RENUBALA NAYAK,PROP.-GLOBAL TRADERS",29-Mar-2025 12:15 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2873381,SANGRAM KISHORE SAHOO,29-Mar-2025 04:08 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2869928,SANTANU KUMAR SAHOO,28-Mar-2025 11:27 AM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2871374,SHANTI SAHOO,28-Mar-2025 04:39 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2869448,SUKANTI KHUNTIA,27-Mar-2025 01:43 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2872910,TRUPTIMAYEE JENA,29-Mar-2025 10:23 AM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2871251,UMAKANTA DAS,28-Mar-2025 06:28 PM,Rejected-Technical,Did not satisfy as per DTCN,10-May-2025 01:19 PM,AOC
