Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2782675,JYOTSNARANI KANUNGO,28-Jan-2025 10:01 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2789982,Kalandi Charan Sahu,30-Jan-2025 04:44 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2790196,Kamala Kanta Das,30-Jan-2025 06:43 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2764321,Lipak Kumar Muduli,30-Jan-2025 08:58 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2777974,MIHIR KUMAR PANDA,26-Jan-2025 10:59 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2784649,M/S SANVI ENGINEERING AND CONSTRUCTION,28-Jan-2025 07:08 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2791340,NILAMADHABA BEHERA,31-Jan-2025 02:27 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2790102,Niranjan Barik,30-Jan-2025 06:16 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2778134,PITAMBER NAYAK,28-Jan-2025 05:11 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2781640,Pradumn Kumar Saha,28-Jan-2025 11:16 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2791618,PRAKASH CHANDRA SETHI,31-Jan-2025 02:54 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2790414,PRASANTA KUMAR ROUT,30-Jan-2025 08:41 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2787491,Priya Ranjan Senapati,29-Jan-2025 07:15 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2790351,RANJITA DASH,30-Jan-2025 07:55 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2790962,Ratikanta Mallick,31-Jan-2025 11:07 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2790452,Ratikanta Nayak,30-Jan-2025 08:54 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2788247,SAMBHUNATH ROUT,30-Jan-2025 10:47 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2789766,SIDDHARTHA BARIK,31-Jan-2025 11:01 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2789489,Sk Chand Mohammad,31-Jan-2025 09:18 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2789321,SOUBHAGYASRI DEVIPRASAD BEHERA (S.C.),30-Jan-2025 01:52 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2790371,SUSANTA KUMAR UPADHYAYA,31-Jan-2025 09:00 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2790539,TRUPTIMAYEE SWAIN,30-Jan-2025 09:52 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
