Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
(39) Construction of Trough wall including 2nos of outlet on Edtal Minor,Construction of Trough wall,Please refer Tender documents. ,NA ,"19,52,128",Civil Works - Canal,NA ,Tender,90.0,120.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o S.E, Salandi Canal Division, Bhadrak",No ,No,"19,600",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o S.E, Salandi Canal Division, Bhadrak",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Registration Certificate, Affidavit, NRC, undertakings, any other documents as per DTCN.","6,000",Nil,Nil,No,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.2/2024-25,2025_SCDBH_109446_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Jan-2025 06:00 PM,01-Feb-2025 11:00 AM,16-Jan-2025 06:00 PM,31-Jan-2025 06:00 PM,16-Jan-2025 06:00 PM ,22-Jan-2025 05:00 PM ,16-Jan-2025 06:00 PM,31-Jan-2025 06:00 PM,AOC,"Superintending Engineer, Salandi Canal Division",Internal,"Estimator and DAO, Salandi Canal Division",Dipak Kumar Samal,30-Jun-2025 03:54 PM,techsummary_526001.pdf (736.65 KB),"Superintending Engineer, Salandi Canal Division",Internal,"Estimator and DAO, Salandi Canal Division",Dipak Kumar Samal,30-Jun-2025 04:01 PM,finsummary_526001.pdf (736.65 KB),Finance,Tender documents of all the bidders have been downloaded successfully.,Dipak Kumar Samal,30-Jun-2025 03:45 PM,finance_526001.pdf,BOQ Comparative Chart,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2025_SCDBH_109446_39,e-Procurement Notice No.2/2024-25,(39) Construction of Trough wall including 2nos of outlet on Edtal Minor,1.0,2788297.0,BAIDHAR BHARATI,INR,"1,659,504.44",1,2788297,BAIDHAR BHARATI,30-Jan-2025 07:52 AM,Accepted-AOC,Won the lottery,30-Jun-2025 04:03 PM,30-Jun-2025,"INR 1,659,504.44",120.0,Dipak Kumar Samal,30-Jun-2025 04:03 PM,39.pdf (737.00 KB),Contract Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2789663,BASANTA KUMAR SANTARA,30-Jan-2025 03:34 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2790330,BHABESH KUMAR NAYAK,31-Jan-2025 07:58 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2790733,BISHNU CHARAN MOHAPATRA,31-Jan-2025 04:55 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2790770,BISWANATH PANDA,31-Jan-2025 07:25 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2789576,BRAHMANANDA SAHOO,30-Jan-2025 03:20 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2788940,CHANDRAGUPTA LENKA,31-Jan-2025 09:33 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2782505,DEBASHIS MOHAPATRA,28-Jan-2025 06:22 AM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2776594,Hrushikesh Sahoo,25-Jan-2025 04:35 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2776536,Jagat Ballav Das,25-Jan-2025 03:15 PM,Rejected-Technical,Did not satisfy as per DTCN,30-Jun-2025 03:54 PM,,,,,,,,AOC
