Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2791349,DEBASIS BEHURAY,03-Feb-2025 04:55 PM,Rejected-Technical,Dis-qualified due to Cancellation of GST w.e.f. 06.02.2024,22-Apr-2025 06:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2792092,DEBASIS RAY,31-Jan-2025 08:21 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2794518,DEEPTI RANJAN PANDA,03-Feb-2025 12:47 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2794588,Dibyasingha Majhi,03-Feb-2025 01:00 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2780159,GOURAB KUMAR BHUYAN,27-Jan-2025 12:18 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2792206,JAHED HOSSAIN KHAN,02-Feb-2025 06:59 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2795308,JIBANJYOTI PANDA,03-Feb-2025 04:48 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2793838,JYOTIRANJAN SENAPATI,02-Feb-2025 05:18 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2793969,MADAN MOHAN NAYAK,03-Feb-2025 01:58 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2784902,MADHUSMITA SAMAL,29-Jan-2025 09:03 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2794439,MANOJ SAHU,03-Feb-2025 11:42 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2794418,MIHIR KUMAR ROUT,03-Feb-2025 11:32 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2778982,MITESH MOHANTY,26-Jan-2025 08:24 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2790088,M/S BISWAJIT BEHURIA,30-Jan-2025 05:38 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2783120,M/S H 2 S FACILITIES SERVICES,28-Jan-2025 12:14 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2794980,M/S MAA JOGESWARI ENTERPRISES,03-Feb-2025 03:24 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2791930,Ms. MANORANJAN THATOI,31-Jan-2025 05:32 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2794341,M/S SIDHARTH KUMAR SAMAL,03-Feb-2025 10:38 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2794456,MUKESH CHANDRA GHADEI,03-Feb-2025 11:47 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2795076,NIRMAL KUMAR BARAL,03-Feb-2025 03:26 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2793959,NIROJ NALINI PANDA,02-Feb-2025 06:48 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2777619,OMM PRAKASH PRUSTY,26-Jan-2025 09:06 AM,Accepted-AOC,through L1,17-Jun-2025 08:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2794606,PABITRA KUMAR NAYAK,03-Feb-2025 01:11 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2794523,PRAKASH CHANDRA DAS,03-Feb-2025 12:52 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2786604,PRATIPARNA PARAKRANTA NAYAK,30-Jan-2025 12:51 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2777552,RAKESH KUMAR SAHOO,29-Jan-2025 10:04 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2794784,RUPALI ROY,03-Feb-2025 01:50 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2779256,SAMBIT TRIPATHY,26-Jan-2025 09:24 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2794388,SANGRAM GANTAYAT,03-Feb-2025 11:17 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2794496,SANJIB KUMAR SAHOO,03-Feb-2025 12:35 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2792531,SANTOSH KUMAR MOHAPATRA,01-Feb-2025 02:46 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2778251,SASMITA NAYAK,27-Jan-2025 12:22 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2788019,SATYABRATA SAMAL,30-Jan-2025 12:24 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2793201,SHASHIKANTA MOHAPATRA,01-Feb-2025 08:20 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2795247,SOMAYA RANJAN SETHY,03-Feb-2025 04:29 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2794039,SOUMYARANJAN MAHAKHUDA,02-Feb-2025 08:06 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2788758,Sri Madhusudan Mallik,30-Jan-2025 11:38 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2795201,SUBALA SENAPATI,03-Feb-2025 04:07 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
