Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Superintending Engineer, Drainage Division, Jajpur","O/o the Superintending Engineer, Drainage Division, Jajpur-755001",Renovation and Slope Protection of Raya Nallah from RD 0.00 mtr to 4200 mtr in the District of Jajpur,Renovation and Slope Protection of Raya Nallah from RD 0.00 mtr to 4200 mtr in the District of Jajpur,Please refer Tender documents. ,NA ,"67,74,572",Civil Works - Others,NA ,Tender,90.0,240.0,Sukinda,755026.0,NA ,NA ,NA ,"Superintending Engineer, Drainage Division, Jajpur",No ,No,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE Drainage Divn. Jajpur",DDJPR- 02/2024-25,2025_CEDC_109648_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,20-Jan-2025 03:00 PM,04-Feb-2025 11:30 AM,20-Jan-2025 03:00 PM,03-Feb-2025 05:00 PM,20-Jan-2025 03:00 PM ,27-Jan-2025 05:00 PM ,20-Jan-2025 03:00 PM,03-Feb-2025 05:00 PM,24-Apr-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Contractor RC, Affidavits, No Relation Certificate, Undertakings and Other documents as",1.0,ICICI BANK,"67,746",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC,Er Mayadhar Parida SE DD Jajpur,Internal,SE DRAINAGE DIVISION JAJPUR DA DD JAJPUR ESTIMATOR DD JAJPUR,Mayadhar Parida,22-Apr-2025 06:59 PM,24-Apr-2025 11:30 AM,techsummary_526629.pdf (2644.81 KB),"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE Drainage Divn. Jajpur",2025_CEDC_109648_1,DDJPR- 02/2024-25,Renovation and Slope Protection of Raya Nallah from RD 0.00 mtr to 4200 mtr in the District of Jajpur,1.0,2777619.0,OMM PRAKASH PRUSTY,INR,"5,759,064",Finance,After Financical Evaluation the bids of Forty Seven Nos. are found qualified by the SE DD JPR and it is decided to conduct Lottery of qualified bidders on dt. 29.04.2025 at 11.30 A.M. in the Office of the SE DD JPR.,Mayadhar Parida,24-Apr-2025 02:06 PM,finance_526629.pdf,BOQ Comparative Chart,Technical,Total bidders applied for the work Renovation and Slope Protection of Raya Nallah from RD 0.00 mtr to 4200 mtr in the District of Jajpur is 48nos. Tender documents of total 48nos. of bidders are downloaded successfully.,Mayadhar Parida,04-Feb-2025 03:50 PM,technical_526629.pdf,1,2777351,ABHISHEK NARAYAN MOHANTY,25-Jan-2025 08:49 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,Er Mayadhar Parida SE DD Jajpur,Internal,SEDDJPR ESTIMATORDDJPR DADDJPR,Mayadhar Parida,09-May-2025 03:29 PM,finsummary_526629.pdf (1241.13 KB),13-May-2025,"INR 5,759,064",240.0,Mayadhar Parida,17-Jun-2025 08:06 PM,Rayaaoc.pdf (2556.00 KB),AOC through transparency lottery system,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2794679,AMAR KUMAR PATRA,03-Feb-2025 01:19 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2777272,ARUNA KUMAR SAHOO,26-Jan-2025 11:50 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2792364,AUROBINDA PARIDA,01-Feb-2025 10:36 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2795181,AVIRAM DAS,03-Feb-2025 04:03 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2792160,BIJESH KUMAR ROUT,31-Jan-2025 09:27 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2788002,BINAYA BHUSAN PATTNAIK,29-Jan-2025 10:43 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2790549,CHITTA RANJAN MUDULI,30-Jan-2025 09:58 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2793414,DEBASHISH DAS,02-Feb-2025 05:40 PM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2793461,DEBASIS BARAL,02-Feb-2025 11:57 AM,Rejected-Finance,Dis-Qualified in Transparent Lottery,09-May-2025 03:29 PM,,,,,,,,,,,,,,AOC
