Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
24-Jun-2025,"INR 1,061,336.04",75.0,Susanta Dung Dung,24-Jun-2025 12:34 PM,298_129_1.pdf (405.00 KB),As per estimated rate,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,24-Jun-2025 12:26 PM,techsummary_508799.pdf (509.81 KB),Finance,Admitted,Sanjukta Kumari Raipatro,29-Oct-2024 04:23 PM,finance_508799.pdf,BOQ Comparative Chart,1.0,2590037.0,Pintu Jena,INR,"1,027,414",Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,24-Jun-2025 12:30 PM,finsummary_508799.pdf (464.87 KB),Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_129,BeMC (BAM)/ 298/ 2024-2025,Construction of CC Drain with Cover Slab at Bhabani Nagar 2nd Line in Ward No-16,1,2590039,Pabitra Kumar Muni,22-Oct-2024 06:13 PM,Rejected-Finance,Rejected,24-Jun-2025 12:30 PM,AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN","Commissioner,","Berhampur Municipal Corporation, Berhampur","9,975",Yes,fixed,,Nil,Nil,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_129,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"4,720",0.0,Nil,Nil,No,Construction of CC Drain with Cover Slab at Bhabani Nagar 2nd Line in Ward No-16,Construction of CC Drain with Cover Slab at Bhabani Nagar 2nd Line in Ward No-16,Please refer tender documents ,NA ,"9,97,489",Civil Works - Others,NA ,Tender,120.0,75.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2590037,Pintu Jena,22-Oct-2024 06:20 PM,Accepted-AOC,Accepted,24-Jun-2025 12:34 PM,AOC,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
