Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
16-Jun-2025,"INR 47,131,611.06",270.0,Binata Kishan,16-Jun-2025 01:05 PM,2212.pdf (804.00 KB),CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_109388_24,RWCCESNG-13 OF 2024-25,Improvement of road from Badimal to Kusmel under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,1.0,2790415.0,BIKASH SINGH,INR,"40,066,582.56",1,2790415,BIKASH SINGH,31-Jan-2025 03:56 PM,Accepted-AOC,Successful bidder by lottery,16-Jun-2025 01:05 PM,Technical,7 Nos. of Bidders.,Kishore Chandra Khatua,06-Feb-2025 04:09 PM,,A.K Sahoo,Internal,,Binata Kishan,16-Jun-2025 12:57 PM,finsummary_526039.pdf (24.74 KB),Finance,Seven nos of bidder only.,Binata Kishan,26-Mar-2025 06:34 PM,finance_526039.pdf,BOQ Comparative Chart,A.K.Sahoo,Internal,,Binata Kishan,24-Mar-2025 07:49 PM,26-Mar-2025 05:00 PM,techsummary_526039.pdf (255.25 KB),AOC,17-Jan-2025 09:00 AM,03-Feb-2025 11:00 AM,17-Jan-2025 09:00 AM,01-Feb-2025 05:00 PM,17-Jan-2025 09:00 AM ,31-Jan-2025 05:00 PM ,17-Jan-2025 09:00 AM,01-Feb-2025 05:00 PM,26-Mar-2025 05:00 PM,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-13 OF 2024-25,2025_CERWI_109388_24,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"4,71,316",Yes,percentage,1.0%,Nil,Nil,CCE RW Circle Sundargarh.,O/O The CCE RW Circle Sundargarh.,1.0,ICICI BANK,Improvement of road from Badimal to Kusmel under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,Improvement of road from Badimal to Kusmel under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,Please refer Tender documents. ,NA ,"4,71,31,611",Civil Works - Roads,NA ,Tender,90.0,270.0,Jharsuguda,768203.0,NA ,NA ,NA ,O/O The CCE RW Circle Sundargarh.,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GST, PAN etc",AOC
,,,,,,,,,,,,,,,2,2792394,M/S SHREE VISWAKARMA CONSTRUCTION,01-Feb-2025 11:17 AM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Turnover , Machinaries and other documents as per DTCN.",AOC
,,,,,,,,,,,,,,,3,2791209,PAWAN KUMAR AGRAWAL,01-Feb-2025 12:21 PM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,4,2792089,Prafulla Kumar Ratha,01-Feb-2025 02:52 PM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2791968,SRINIBAS PRADHAN,01-Feb-2025 03:08 PM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2784334,SUDHIR KUMAR SAIDEO,29-Jan-2025 11:01 AM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2792372,Vinay Agrawal,01-Feb-2025 11:26 AM,Rejected-Finance,Not Qualified,16-Jun-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
